,City,Count
5560,w. st. paul,2
5908,winooski,2
3622,new bedford,2
838,celebration,2
4798,sequim,2
3621,new baden,2
491,blountville,2
2266,heathrow,2
5150,stone harbor,2
1131,cornwall-on-hudson,2
4048,passaic,2
3615,nesbit,2
4052,patterson,2
5694,wellton,2
2871,leesport,2
3612,neotsu,2
2271,heflin,2
5347,timonium,2
2009,glouceser,2
3689,newhall,2
3809,norwell,2
3881,okatie,2
4852,shippenville,2
5933,woodacre,2
5925,wixom,2
2076,grayling,2
3802,northglenn,2
3799,northern va,2
2074,gray,2
3797,northcentral,2
387,belvidere,2
2819,lapeer,2
5533,vidalia,2
2821,laplace,2
1361,dodge city,2
5712,west branch,2
3785,north street,2
5781,westerly,2
5931,wood dale,2
3876,ogdensburg,2
2012,gnawbone,2
2136,groveport,2
3847,oakman,2
3839,oak view,2
2101,greenbrier,2
825,cecil,2
2100,greenbrae,2
5709,west berlin,2
4857,shorewood,2
3859,ocean city,2
2114,greenwood lake,2
2115,greenwood village,2
1083,compton,2
3867,ocoee,2
3820,nowhere,2
1370,dorr,2
3817,novelty,2
415,berryville,2
2808,landers,2
3767,north loup,2
2165,hague,2
5353,tiverton,2
3914,oradell,2
1348,dickinson,2
3950,otsego,2
5701,weslaco,2
3722,none,2
4825,shaw island,2
2029,goodlettsville,2
1102,cookeville,2
358,bell canyon,2
2210,harpers ferry,2
1103,cooksville,2
4823,shasta,2
2784,lake saint louis,2
2019,goldboro,2
2841,laurens,2
2218,harrisville,2
5136,steubenville,2
3976,pacific junction,2
5703,west alexandria,2
3946,ostrander,2
817,catoosa,2
2179,haltom city,2
5705,west babylon,2
5510,vanderbilt,2
4841,sherburne,2
3757,north hills,2
429,beulah,2
3754,north greenbush,2
5090,st.clair shores,2
370,belleview,2
4835,shell rock,2
2828,larose,2
3746,north concord,2
1047,collbran,2
5089,st.charles,2
5125,steamboast springs,2
2190,hampton cove,2
3939,orwigsburg,2
4091,pepperell,2
5055,st peters,2
2302,hhi,2
551,box springs,2
4205,pollock pines,2
3446,moses lake,2
1867,ft hood,2
1866,ft eustis,2
5967,wrightsville beach,2
1863,fruitland,2
546,bow,2
2362,holliston,2
1001,cleveland hts.,2
3489,mpls,2
33,aguanga,2
1166,coxsackie,2
5206,sun city center`,2
5466,upton,2
5749,west memphis,2
5020,spicewood,2
3423,mora,2
5209,sun prairie,2
3452,mound,2
1165,cowden,2
1440,eagle lake,2
2896,lewisberry,2
5189,sugar hill,2
3486,mouth of wilson,2
4180,plattsmouth,2
5191,suisun,2
2337,hilton head,2
536,bosque farms,2
1432,dyer,2
2890,leslie,2
2891,levelland,2
5824,white salmon,2
2751,laguna beach,2
4191,pocahontas,2
3466,mount lebanon,2
841,center,2
260,balimore,2
1337,detroit lakes,2
5028,spring branch,2
3420,moorpark,2
561,bradford,2
5211,sunapee,2
1182,crescent springs,2
2734,labella,2
1825,fowlerville,2
4268,poultney,2
241,b,2
978,clarkdale,2
2422,hubbard,2
4276,prairie city,2
5598,walnut grove,2
1186,crestivew,2
2426,hudson falls,2
4281,prarieville,2
4282,prather,2
5009,spanish fort,2
587,briarwood,2
1808,fort valley,2
4748,schwenksville,2
3355,miramar beach,2
2737,lackawanna,2
980,clarkrange,2
1172,crandall,2
2412,horton,2
562,bradley beach,2
4240,port reading,2
2740,laconner,2
3398,montara,2
3396,mont clare,2
1837,frankton,2
2386,honeyville,2
2390,hooks,2
4251,portageville,2
1312,deming,2
5593,walland,2
2392,hooper,2
5746,west long branch,2
5796,westwego,2
4259,posen,2
2405,horn lake,2
1827,fox point,2
5033,spring park,2
2895,lewis center,2
5965,wright city,2
5180,sturgeon bay,2
1922,garden valley,2
5175,stuart,2
4125,pie town,2
2757,lake ann,2
520,bonfield,2
1911,gallup mills,2
843,center harbor,2
523,bonne terre,2
1910,gallup,2
1431,duxbury,2
4137,pine island,2
2314,high ridge,2
5040,springvale,2
4888,silvis,2
287,barryton,2
4143,pinetop,2
1152,cottondale,2
2758,lake arrowhead,2
294,bartonville,2
517,bolling afb,2
5958,woonsocket,2
1018,clute,2
1933,garner,2
5341,tiffin,2
5167,strawberry plains,2
5168,streamwood,2
5836,whitmore lake,2
3556,n. eastham,2
4886,silverthorne,2
1925,gardendale,2
4887,silverton,2
2306,hibbing,2
2762,lake elmo,2
1341,dewey beach,2
22,adel,2
4113,phelan,2
5369,topanga,2
5039,springfield township,2
738,cannon falls,2
4167,plainsboro,2
5963,wrangell,2
1161,courtland,2
4159,pittsfield,2
23,adelanto,2
4168,plainview,2
1887,ft. wayne,2
3497,mt. angel,2
272,barberton,2
3498,mt. auburn,2
279,barnet,2
529,boones mill,2
5184,sudsbury,2
3503,mt. juliet,2
4166,plains,2
274,barbourville,2
2333,hillsdale,2
3499,mt. carmel,2
3512,mt. view,2
3507,mt. plesasant,2
5359,tolland,1
5678,weaubleau,1
5720,west conshohocken,1
4894,sinking springs,1
5693,wellsville,1
5329,thompsontown,1
5707,west barnstable,1
5375,toulon,1
5839,wi,1
4902,skillman,1
5318,theresa,1
4908,sleepy eye,1
4901,skiatook,1
4907,slc,1
5686,welches,1
4885,silverlakes,1
4878,silver lakes,1
5834,whitewater,1
5383,tremont,1
6020,zillah,1
6021,zion grove,1
5311,texas city,1
5357,tokie,1
4912,slingerlands,1
5677,weatogue,1
5323,thiensville,1
5826,whitefield,1
4881,silver star,1
5350,tioga,1
4874,silsbee,1
5349,tinton falls,1
5672,wayside,1
5371,topsail beach,1
5351,tipton,1
5338,thurmont,1
4872,sikeston,1
4917,smithton,1
4882,silver strand,1
4914,small town usa,1
5832,whites creek,1
5822,white river,1
5714,west caldwell,1
5372,tornado,1
5700,wescosville,1
5843,widefield,1
5336,thousand palms,1
5380,trafford,1
6001,yorkville,1
5327,thompson falls,1
5713,west bridgewater,1
5340,tidewater,1
5361,tomah,1
5696,wendell,1
5332,thorndale,1
5388,trezevant,1
5366,toney,1
5721,west cornwall,1
5314,the plains,1
4918,smithtown,1
5109,stanhope,1
5389,triangle,1
5558,w. bridgewater,1
5161,stpaul,1
5567,wadley,1
5484,valhalla,1
5057,st thomas,1
5152,stone ridge,1
5566,wadena,1
5564,wabash,1
5561,w. warwick,1
5060,st. anthony village,1
5909,winsted,1
5760,west pittston,1
5469,usa,1
5948,woodlynne,1
5557,w. barnstable,1
5148,stockholm,1
5910,winston,1
5488,valley city,1
5146,stirling,1
5556,w liberty,1
5071,st. helena,1
5491,valley glen,1
5551,volcano,1
5050,st helens,1
5166,straumfjord,1
5169,street,1
5756,west olive,1
5199,summerland,1
5198,summerfield,1
5197,summerdale,1
5966,wrightstown,1
5196,sultan,1
5195,sulphur springs,1
5472,va beach,1
5473,va. bch,1
5583,waldoboro,1
5179,sturgeon,1
5754,west new york   nj,1
5178,sturbridge,1
5478,valatie,1
5043,squaw valley,1
5044,sryacuse,1
5960,wooton,1
5045,st,1
5575,wailuku,1
5047,st clair shores,1
5171,stromsburg,1
5573,wai`anae,1
5140,stevenspoint,1
5072,st. helens,1
5947,woodlawn,1
5091,st.clairsville,1
5511,vandergrift,1
5514,vassar,1
5093,st.francisville,1
5118,starr,1
5780,westcliffe,1
5535,viena,1
5095,st.helens,1
5534,vidor,1
5096,st.joseph,1
5116,starksboro,1
5520,vergennes,1
5932,wood river,1
5100,st.thomas,1
5926,wlson,1
5112,stantonsburg,1
5930,wonsocket,1
5105,stamford.,1
5106,stanardsville,1
5773,westampton,1
5772,west winfield,1
5107,stanfield,1
5092,st.cloud,1
5509,vandenberg afb,1
5073,st. johns,1
5508,vandalia,1
5764,west rutland,1
5139,stevenson ranch,1
5497,valleystream,1
5548,virgnia beach,1
5134,sterling hieghts,1
5942,woodlan hills,1
5131,steilacoom,1
5130,steep falls,1
5081,st. pete beach,1
5501,van meter,1
5940,woodhull,1
5129,steelton,1
5503,van wert,1
5922,winton,1
5128,steedman,1
5085,st. robert,1
5923,wis rapids,1
5504,vance,1
5126,steamboat rock,1
5087,st. thomas,1
5507,vancouver wa,1
5200,summersville,1
5468,urbandale,1
5391,trinity,1
4962,south florida,1
5272,tariffville,1
5413,tully,1
4956,south county,1
5270,tannersville,1
5808,wheatridge,1
4957,south dartmouth,1
5267,tamworth,1
5986,yaphank,1
4959,south deerfield,1
5984,yankee hill,1
4964,south gate,1
5588,walkersville,1
4965,south glens falls,1
5263,tamarac,1
5806,wheatland,1
5425,tussy,1
5256,tahoe,1
5428,twain harte,1
4977,south park,1
5629,washington d.c,1
5430,twin cities,1
5252,tabernacle,1
5988,yazoo city,1
5644,watersmeet,1
5809,wheelersburg,1
5648,wathena,1
5663,waveland,1
5304,terra linda,1
5730,west granby,1
5850,wildwood crest,1
5812,white,1
4928,snyder,1
4931,so milwaukee,1
4932,so. bend,1
4936,soddy daisy,1
5296,temple terrace,1
5854,willamette valley,1
5292,temperance,1
5289,telluride,1
4941,some country town,1
5286,tekonsha,1
5857,willialmsburg,1
4944,somersworth,1
5405,tubac,1
5990,yellowstone national park,1
5651,watseka,1
5276,tavares,1
5251,taberg,1
5737,west hills,1
4983,south roxana,1
4865,siberia,1
5229,suwanee,1
5228,sutton,1
5006,southport,1
5603,walworth,1
5227,sutter,1
5884,wilmot,1
5885,wilsey,1
5453,universal city,1
5224,susquehanna,1
5014,spearfish,1
5462,upper nyack,1
5016,spencerport,1
5215,sunland,1
5889,wilton manors,1
5017,spencertown,1
5890,wilwood,1
5018,spencerville,1
5465,upstate,1
5021,spinnerstown,1
5892,winchendon,1
5589,walkerton,1
5606,wapakoneta,1
5234,swansea,1
5249,syraucse,1
5880,willrush st,1
4984,south royalton,1
4985,south ryegate,1
5874,willow river,1
5875,willow spring,1
4988,south seaville,1
5436,tybee island,1
4989,south sioux city,1
4990,south solon,1
5801,weyauwega,1
5438,tyndall afb,1
5799,wewahitchka,1
5621,warriors mark,1
5439,tyngsboro,1
4998,southern california,1
5240,swiftwater,1
5443,unadilla,1
5976,wynne,1
5000,southern shores,1
5444,uncasville,1
5445,underwood,1
5237,swayzee,1
4866,sibley,1
3011,los angelas,1
4864,siasconset,1
1860,frostproof,1
1640,estes park,1
1642,ethel,1
1643,etna,1
1654,evans mills,1
1657,evart,1
1667,excelsior springs,1
1676,fair oaks ranch,1
1679,fairburn,1
1694,fairview heights,1
1695,fairview hgts,1
1697,faketown,1
1698,falcon,1
1703,fallriver,1
1712,farmer city,1
1725,fergus falls,1
1636,essexville,1
1634,essex jct.,1
1623,erdenheim,1
1598,eminence,1
1569,ellenwood,1
1573,elliott,1
1579,elm springs,1
1584,elmira heights,1
1591,elwood,1
1592,ely,1
1602,emory,1
1620,enumclaw,1
1605,encampment,1
1609,endwell & sarasota fl,1
1612,englewood cliffs,1
1613,enicintas,1
1615,enka,1
1616,ennis,1
1730,feura bush,1
1731,fieldbrook,1
1732,fields,1
1815,fort wright,1
1793,fort madison,1
1796,fort morgan,1
1800,fort richardson,1
1802,fort ripley,1
1807,fort thomas,1
1809,fort walton bch,1
1817,fortworth,1
1788,fort laduerdale,1
1822,fountain inn,1
1826,fox lake,1
1829,fpo,1
1831,francestown,1
1839,fraser,1
1843,free union,1
1792,fort lewis,1
1787,fort irwin,1
1733,fifth,1
1750,florida city,1
1734,fillmore,1
1742,flat rock,1
1745,flintstone,1
1746,flippin,1
1748,florham park,1
1749,florida,1
1755,floyd,1
1785,fort hood,1
1759,folly beach,1
1765,foothills,1
1778,fort bragg,1
1779,fort campbell,1
1783,fort edward,1
1784,fort gratiot,1
1565,elkton,1
1556,elk river,1
1552,elk gove,1
1374,douglaston,1
1356,disney,1
1359,dobson,1
1362,dodgeville,1
1364,dolton,1
1367,donora,1
1372,double oak,1
1378,dover plains,1
1351,dillon beach,1
1385,downsville,1
1387,doylestown`,1
1394,dry prong,1
1395,dryden,1
1398,dubois,1
1403,dumas,1
1354,dinwiddie,1
1349,dickson,1
1410,duncansville,1
1307,delta,1
1282,deephaven,1
1290,dekalb junction,1
1294,delafield,1
1301,dellwood,1
1304,delphos,1
1305,delran,1
1308,delta junction,1
1339,devon,1
1314,denham spring,1
1318,dennis,1
1319,dennysville,1
1323,depauw,1
1324,depew,1
1326,deposit,1
1409,duncannon,1
1415,dunellen,1
1550,elk,1
1508,edgartown,1
1485,east saint louis,1
1487,east wareham,1
1497,eatonville,1
1499,eclectia,1
1500,economy,1
1503,eddyville,1
1509,edgemoor,1
1480,east palestine,1
1519,edwards,1
1523,egg harbor township,1
1524,egg harbor twp.,1
1526,eht,1
1535,el monte ca.,1
1543,elfin cove,1
1484,east rochester,1
1479,east otto,1
1418,dunnell,1
1430,duvall,1
1419,dunnellon,1
1420,dunnsville,1
1421,dunstable,1
1422,dunwoody,1
1427,dutchess,1
1428,dutchtown,1
1441,eagle mountain,1
1468,east haven,1
1449,east amwell,1
1450,east bethany,1
1452,east bridgewater,1
1457,east falmouth,1
1458,east galesburg,1
1463,east haddam,1
1848,freeville,1
1865,ft col,1
1276,dearborn hgts,1
1873,ft walton beach,1
2225,hartwood,1
2227,harvey,1
2229,harwinton,1
2237,haubstadt,1
2238,haughton,1
2240,havana,1
2247,hawley,1
2251,hayesville,1
2255,hazel green,1
2262,hbg.,1
2263,headland,1
2267,heathsville,1
2273,helendale,1
2274,hellertown,1
2275,hellier,1
2224,hartwell,1
2222,hartly,1
2212,harris,1
2183,hamilton square,1
2166,hahira,1
2167,hailey,1
2168,haines city,1
2169,haines falls,1
2173,halfway,1
2176,hallandale,1
2184,hamlet,1
2211,harrah,1
2198,happy camp,1
2199,happy valley,1
2202,harbor springs,1
2205,harker heights,1
2206,harlan,1
2207,harlem,1
2279,hempstead,1
2300,hessmer,1
2308,hickory withe,1
2429,huffman,1
2409,horseshoe bay,1
2410,horseshoe bend,1
2413,hoskinston,1
2417,houstin,1
2423,hubbard lake,1
2428,hueytown,1
2430,hughes springs,1
2403,hopwood,1
2435,hunker,1
2438,huntingburg,1
2447,hurley,1
2448,huron,1
2452,hutto,1
2453,huxley,1
2408,horseshoe,1
2389,hoodsport,1
2309,hicksville,1
2339,hinesburg,1
2310,hidalgo,1
2316,highland falls,1
2319,highland mills,1
2325,highwood,1
2330,hillrose,1
2335,hillsoboro,1
2341,hingham,1
2385,honeybrook,1
2350,hockley,1
2351,hoffman est,1
2364,holly,1
2368,holmes,1
2371,holts summit,1
2384,honey grove,1
2159,hackett,1
2157,hacienda hights,1
2155,gypsum,1
1962,gibbon,1
1951,genoa,1
1954,georgia,1
1956,gerlaw,1
1958,germfask,1
1959,gervais,1
1960,gettysburg,1
1964,giddings,1
1945,gaylordsville,1
1969,gill,1
1970,gillespie,1
1973,girard,1
1979,glassboro,1
1984,glen cove,1
1985,glen dale,1
1948,gen gardner,1
1936,garwood,1
1999,glenmont,1
1895,fultondale,1
1876,ft. belvoir,1
1884,ft. sill,1
1889,ft. wright,1
1890,ft.lewis,1
1891,ft.worth,1
1892,ftwayne,1
1897,fwb,1
1932,garlang,1
1916,gansevoort,1
1917,gap,1
1924,gardencity,1
1928,gardnerville,1
1929,garfield heights,1
1930,garfield hts.,1
1992,glenburn,1
2001,glennville,1
2152,guthrie,1
2103,greendale,1
2073,grawn,1
2075,gray court,1
2080,graysville,1
2084,great meadows,1
2085,great mills,1
2096,green valley,1
2107,greenlawn,1
2066,grantville,1
2111,greenwell springs,1
2122,grifton,1
2131,grosse tete,1
2133,grove,1
2139,guano,1
2149,gunnison,1
2072,gravity,1
2065,grantsburg,1
2002,glenrock,1
2028,goode,1
2007,glenwood springs,1
2013,goddard,1
2016,gold bar,1
2017,gold hill,1
2023,goldsboro,1
2027,good thunder,1
2030,goodrich,1
2058,grandy,1
2031,goodview,1
2038,gowanda,1
2039,gpw,1
2040,gradyville,1
2043,grain valley,1
2056,grandview,1
1279,deception rd.,1
1258,dauphin,1
4863,shutesbury,1
604,brisol,1
395,benld,1
401,benson,1
405,bergen,1
406,bergenfield,1
408,berkeley heights,1
413,bernardston,1
418,bessemer,1
419,bethalto,1
432,bexley,1
433,bg,1
435,big arm,1
440,bigfork,1
445,birchrunville,1
446,birdsboro,1
456,black diamond,1
394,benicia,1
391,ben lomond,1
386,beltsville,1
354,belfair,1
329,beans cove,1
332,beatrice,1
344,beecher,1
345,beemerville,1
346,beeville,1
351,belchertown,1
355,belfast,1
382,belmond,1
357,belgrade,1
360,bellaire,1
362,belle chasse,1
363,belle harbor,1
364,belle isle,1
367,belleair,1
459,blackey,1
460,blackfoot,1
461,blacklick,1
566,braintree,1
533,bordentown,1
552,boxborough,1
554,boyd,1
556,boyne city,1
559,bozrah,1
563,bradner,1
567,branch,1
527,booklyn,1
580,brenham,1
589,bricktown,1
593,bridgeview,1
597,bridgton,1
599,brigantine,1
600,brigham city,1
531,boonville,1
514,bolinas,1
466,blah,1
495,blue point,1
472,blakeslee,1
476,blanding,1
479,bloomer,1
486,bloomingtom,1
490,blountsville,1
494,blue lake,1
499,bluemont,1
511,bogue chitto,1
501,blum,1
503,boalsburg,1
504,boardman,1
506,boca,1
509,bogalusa,1
510,bogart,1
327,beacon falls,1
324,beach haven pk,1
323,bayville,1
107,amana,1
62,alburtis,1
63,alcoa,1
73,aliquippa,1
87,alorton,1
97,altamonte,1
105,alvarado,1
108,amanda,1
56,albuq,1
112,ambridge,1
130,angelica,1
131,angels camp,1
135,anna,1
136,annanale,1
138,annandsle,1
61,albuqurque,1
50,albertson,1
154,apollo,1
24,adelantoe,1
2,a,1
3,a dream folding in on itself,1
4,a town,1
5,abbottstown,1
14,acme,1
16,acushnet,1
27,afftion,1
47,alb.,1
28,affton,1
30,agoura,1
31,agoura hills,1
32,agra,1
35,aibuquerque,1
46,alb,1
152,apine,1
161,appomattox,1
320,bayshore,1
288,barryville,1
256,balboa island,1
262,ballentine,1
269,bantam,1
270,bar harbor,1
271,baraboo,1
282,barnstable,1
296,bascom,1
254,balaton,1
297,basking ridge,1
301,bates city,1
302,batesville,1
307,baudette,1
309,baxter springs,1
315,bay terrace,1
255,balboa,1
247,bailey island,1
165,arbor vitae,1
188,ashford,1
166,arbuckle,1
169,archbold,1
170,arco,1
174,arizona city,1
176,arkansaw,1
179,armada,1
199,atco,1
243,babylon,1
203,atl,1
219,augusta county,1
221,aulander,1
226,austn,1
230,averill park,1
238,aylett,1
602,brimley,1
609,broadview heights,1
1253,darien center,1
610,broadview hts,1
1032,cocolalla,1
1035,coeur d,1
1044,coleridge,1
1046,colgate,1
1048,college pakr,1
1059,colo. spgs.,1
1060,colom,1
1061,coloma,1
1062,colonia,1
1065,colorado,1
1068,cols,1
1071,columbia city,1
1072,columbia falls,1
1078,comanche,1
1082,commerce twp,1
1029,cochran,1
1026,cobleskill,1
1024,coalinga,1
972,claremore,1
944,chisago city,1
947,chowchilla,1
954,churchville,1
956,cicinnati,1
957,cinci,1
959,cincinnnati,1
979,clarkesville,1
1021,co springs,1
987,clay,1
992,cleburne,1
1000,cleveland hts,1
1002,clever,1
1016,cloverdale,1
1020,clyde hill,1
1084,comstock park,1
1092,conneaut,1
1093,connersville,1
1193,crockett,1
1169,cranberry twp,1
1171,cranbury,1
1177,crazed woodchuck,1
1181,crescent mills,1
1185,crested butte,1
1190,crete,1
1199,crosslake,1
1160,courtdale,1
1202,crown point,1
1205,crozier,1
1211,cuba,1
1219,cumberland center,1
1230,dafter,1
1246,danielson,1
1168,cranberry lake,1
1157,council,1
1098,contoocook,1
1122,corapeake,1
1100,conway springs,1
1105,coon valley,1
1109,coopersville,1
1111,copemish,1
1120,coram,1
1121,coraopolis,1
1124,cordele,1
1156,couer d` alene,1
1126,corfu,1
1133,corona del mar,1
1134,coronado,1
1144,cosprings,1
1147,coto de caza,1
1151,cottleville,1
936,chiloquin,1
933,chiefland,1
923,cheswick,1
715,camby,1
693,byron center,1
694,c.m.c.h.,1
698,cadott,1
701,calais,1
704,calera,1
707,calico rock,1
720,camillus,1
685,bushkill,1
721,camino,1
723,camp lejeune,1
727,campo,1
728,campton,1
734,canbridge,1
737,canfield,1
689,bw,1
683,burtonsville,1
746,canyon,1
643,bruce,1
623,brooklawn,1
625,brookline station,1
627,brooklyn center,1
628,brooklyn heights,1
635,browerville,1
638,brown summit,1
658,bucyrus,1
682,burton,1
662,buena park,1
668,burfordville,1
670,burgin,1
674,burley,1
677,burnet road,1
680,burr ridge,1
745,canvas,1
751,cape cod,1
922,chestnut ridge,1
879,chappaqua,1
850,central city,1
852,central islip,1
853,central square,1
856,centre,1
868,chancellor,1
877,chaplin,1
881,chariton,1
844,center moriches,1
883,charles city,1
888,charlotte court house,1
892,chateaugay,1
900,chelan,1
913,chesapeake beach,1
914,cheshire,1
845,center ossipee,1
842,center barnstead,1
761,cardiff-by-the-sea,1
803,casselton,1
766,carlmont drive,1
779,carolina beach,1
784,carroll valley,1
788,carter lake,1
794,casa,1
796,casagrande,1
805,castaic,1
837,ceder mill,1
806,castalia,1
807,castine,1
808,castle hayne,1
826,cedar,1
827,cedar brook,1
828,cedar city,1
2456,iberia,1
2457,ic,1
2459,idaho springs,1
4278,prairie du rocher,1
4038,parrish,1
4040,parsonsburg,1
4041,pasadeener,1
4045,pascoag,1
4049,pataskala,1
4058,pawling,1
4065,pearl city,1
4068,pebble beach,1
4071,peekskill,1
4075,pella,1
4080,pencacola,1
4084,pennington,1
4094,perris,1
4100,perth,1
4102,peru ny,1
4037,parma heights,1
4035,parlin,1
4031,parkdale,1
3980,paden city,1
3954,ouray,1
3960,owego,1
3964,owosso,1
3970,ozone park,1
3974,pacific beach,1
3979,pacolet,1
3986,painted post,1
4029,park rapids,1
3991,palm beach,1
4012,panama cty bch,1
4013,panamacitybeach,1
4015,panorama city,1
4017,paonia,1
4019,parachute,1
4109,pewee valley,1
4110,pfafftown,1
4112,pgh,1
4227,port charlotte,1
4206,pollok,1
4207,polo,1
4208,polson,1
4218,pontotoc,1
4220,poolesville,1
4226,port barrington,1
4230,port isabel,1
4199,point blank,1
4234,port monmouth,1
4242,port richey,1
4258,portwashington,1
4265,pottsville,1
4269,pound,1
4274,pownal,1
4200,point of rocks,1
4198,podunk,1
4121,phx,1
4154,pitman,1
4123,pickens,1
4131,pinckneyville,1
4135,pine grove,1
4139,pinecrest,1
4145,pinoel,1
4146,pinole,1
4155,pitsburgh,1
4197,pocono summit,1
4163,placitas,1
4164,plain city,1
4177,plaquemine,1
4185,pleasant valley,1
4188,plumsteadville,1
4196,pocono lake,1
3953,ottumwa,1
3952,otto,1
3949,otis orchards,1
3728,norridge,1
3709,ninety six,1
3710,niota,1
3714,niwot,1
3716,no comment,1
3717,no. andover,1
3724,nordland wa,1
3735,north babylon,1
3692,newmarket,1
3736,north beach,1
3744,north chelmsford,1
3747,north conway,1
3753,north grafton,1
3759,north huntingdon,1
3772,north platte,1
3706,nicollet,1
3687,newfane,1
3779,north riverside,1
3651,new meadows,1
3613,neptune,1
3614,neptune beach,1
3617,netcong,1
3630,new carlisle,1
3638,new gloucester,1
3647,new lebanon,1
3658,new park,1
3686,newell,1
3665,new river,1
3669,new ulm,1
3670,new waterrod,1
3677,newark valley,1
3678,newaygo,1
3684,newburyport,1
3776,north providence,1
3782,north scituate,1
3944,osseo,1
3918,orange village,1
3887,old hickory,1
3891,olga,1
3893,olivehurst,1
3897,oly,1
3901,omro,1
3910,oologah,1
3922,ore city,1
3874,ogallala,1
3926,orinda,1
3934,oronoco,1
3935,oroville,1
3937,orrum,1
3940,osage,1
3943,osprey,1
3877,ogunquit,1
3866,ocklawaha,1
3790,north waterboro,1
3828,o,1
3806,northwood,1
3812,not tellin,1
3813,notasulga,1
3814,notre dame,1
3821,nrh,1
3822,nucla,1
3842,oakfield,1
3864,oceano,1
3845,oakland gardens,1
3848,oakmont,1
3854,oboro,1
3856,occidental,1
3858,ocean,1
3860,ocean county,1
4277,prairie du chien,1
4283,pratt,1
2460,idleyld park,1
4289,pride,1
4670,sanbornville,1
4673,sandia park,1
4674,sandown,1
4676,sands point,1
4678,sandstone,1
4684,sanintonio,1
4693,santa margarita,1
4699,santaana,1
4702,sapulpa,1
4703,saraland,1
4709,sardinia,1
4712,satsum,1
4713,satsuma,1
4714,saucier,1
4716,saugerties,1
4669,sanborn,1
4654,san geronimo,1
4651,san francisoc,1
4595,sackets harbor,1
4586,s. burlington,1
4587,s. deerfield,1
4588,s. easton,1
4589,s.f.,1
4593,sac city,1
4594,sachse,1
4599,sadevan,1
4649,san fracisco,1
4602,sagamore,1
4607,saint augustine,1
4614,saint jacob,1
4625,saipan,1
4626,salcha,1
4642,san benito,1
4717,sauget,1
4720,saunderstown,1
4721,sauquoit,1
4832,shelby twp,1
4809,sfo,1
4812,shady side,1
4816,shalimar,1
4819,shannon,1
4822,sharpsburg,1
4824,shasta lake,1
4837,shenandoah,1
4800,seven hills,1
4838,shepherd,1
4839,shepherdstown,1
4847,shillington,1
4853,shirley,1
4854,shively,1
4859,show low,1
4808,sf,1
4794,senath,1
4725,savona,1
4750,scituate,1
4726,savoy,1
4727,saxapahaw,1
4729,sayreville,1
4733,scarbro,1
4740,schleswig,1
4746,schulenburg,1
4753,scott afb,1
4789,selden,1
4762,se,1
4772,seattl,1
4775,sebastian,1
4785,seeley,1
4786,seffner,1
4787,seguin,1
4585,s deerfield,1
4582,rvc,1
4579,ruther glen,1
4415,reva,1
4388,redfield,1
4391,redkey,1
4396,redwood shores,1
4397,reeds spring,1
4408,renville,1
4409,renwick,1
4417,rexburg,1
4385,red wing,1
4422,rhoadesville,1
4425,rice lake,1
4431,richlandtown,1
4435,ridge spring,1
4437,ridgefield,1
4441,ridgely,1
4386,reddick,1
4384,red springs,1
4446,rincon,1
4327,quanah,1
4291,prince frederick,1
4302,prospect harbor,1
4304,prosperity,1
4313,pueblo west,1
4316,pullman,1
4318,punxsutawney,1
4350,ramah,1
4380,red creek,1
4365,raritan,1
4366,ravenna,1
4371,raymondville,1
4376,readyville,1
4377,reality,1
4379,red bud,1
4445,riegelsville,1
4447,rindge,1
4578,ruth,1
4551,roxboro,1
4524,ronceverte,1
4526,rosamond,1
4528,rose city,1
4532,roselle park,1
4534,rosemont,1
4543,rotterdam,1
4553,roxton,1
4517,rollinsford,1
4556,royal palm beach,1
4558,royse city,1
4562,rtr,1
4564,ruckersville,1
4565,ruidoso,1
4570,rural eastern washington,1
4521,romoland,1
4512,rolesville,1
4451,rio linda,1
4472,roaring river,1
4454,riogrande,1
4455,ripon,1
4456,rising star,1
4459,riva,1
4462,river vale,1
4463,riverbank,1
4473,robbins,1
4503,rocky face,1
4477,robertsdale,1
4480,rochelle,1
4484,rock cave,1
4486,rock isalnd,1
4488,rock springs,1
4496,rockport,1
3609,nelson,1
3608,nellysford,1
3607,neligh,1
3605,neillsville,1
2831,las crucesn,1
2835,lathrup village,1
2838,latta,1
2839,laughlin,1
2845,laveta,1
2856,le roy,1
2860,leasburg,1
2862,leavittsburg,1
2865,ledyard,1
2876,lehighton,1
2878,leisure city,1
2884,lennox,1
2887,leonia,1
2901,lexigton,1
2908,liberty center,1
2827,larned,1
2824,laredo,1
2820,lapine,1
2791,lake wohlford,1
2761,lake dallas,1
2766,lake forrest,1
2775,lake luzerne,1
2786,lake st.louis,1
2788,lake view,1
2789,lake villa,1
2795,lakehead,1
2813,lanett,1
2797,lakeport,1
2802,lampe,1
2804,lancing,1
2806,land o`lakes,1
2810,landisburg,1
2811,landrum,1
2910,liberty lake,1
2911,liberty twp.,1
2913,lic,1
3020,loudonville,1
2983,lomita,1
2993,long island city,1
2995,long prairie,1
2997,longbranch,1
3017,lostine,1
3018,lothian,1
3023,louisburg,1
2974,locust grove,1
3027,lousiville,1
3033,lower burrell,1
3036,loxahatchee,1
3039,lucedale,1
3043,ludlow,1
3044,lufkin,1
2979,logansville,1
2973,locust,1
2914,licking,1
2936,line lexington,1
2915,lidgerwood,1
2920,linclon,1
