,User-Decade,Book-Rating
717079,30,7
717089,40,8
717090,50,6
717093,30,10
717095,30,10
717096,30,8
717097,30,10
717101,30,10
717103,30,10
717104,30,10
717106,30,10
717107,30,10
717108,30,5
717110,40,10
717117,30,5
717118,30,5
717121,10,9
717123,60,7
717125,20,9
717127,40,8
717129,20,10
717130,20,6
717131,20,10
717132,20,8
717133,20,8
717136,20,6
717137,20,4
717149,30,7
717156,20,7
717160,10,8
717162,10,10
717164,10,8
717171,30,10
717172,30,7
717173,20,7
717175,60,9
717176,60,9
717177,20,10
717181,20,10
717182,20,6
717184,20,7
717185,20,8
717186,20,9
717187,20,10
717188,20,5
717189,20,10
717190,20,10
717192,10,4
717198,30,6
717205,30,6
717211,20,8
717216,20,10
717217,20,10
717218,20,10
717219,20,5
717223,30,9
717224,30,10
717226,20,8
717228,20,7
717229,20,7
717231,20,8
717234,50,7
717246,30,9
717252,20,10
717253,20,6
717254,10,10
717255,20,6
717267,30,2
717269,30,5
717270,40,10
717271,40,8
717275,20,7
717277,10,7
717279,10,5
717280,10,8
717281,50,8
717287,50,8
717288,50,8
717303,10,8
717327,60,8
717330,60,8
717342,10,8
717343,20,7
717344,20,1
717345,50,7
717346,50,8
717348,30,5
717352,20,9
717353,20,9
717357,20,10
717362,20,8
717363,20,7
717373,50,7
717378,30,10
717379,30,8
717381,30,8
717385,30,8
717386,30,10
717390,30,8
717393,30,10
717394,30,9
717395,30,10
717397,30,10
717398,30,8
717399,30,8
717400,30,8
717402,30,10
717404,30,8
717405,30,10
717406,30,10
717407,30,10
717408,30,10
717409,30,10
717410,20,7
717418,20,5
717420,40,8
717421,20,5
717422,20,7
717423,20,8
717425,20,8
717426,30,8
717427,30,7
717428,30,10
717429,30,8
717431,30,9
717432,30,10
717433,50,7
717434,30,9
717435,30,9
717436,30,8
717437,30,9
717438,30,8
717439,30,9
717440,30,9
717441,30,5
717442,30,9
717443,30,9
717444,30,9
717445,30,8
717446,30,8
717449,20,6
717450,40,5
717452,20,6
717463,40,9
717466,30,8
717467,30,8
717468,30,5
717472,30,7
717473,40,7
717474,50,6
717475,30,5
717484,50,6
717485,50,7
717486,50,8
717487,50,5
717489,50,7
717490,20,7
717491,50,7
717493,50,7
717494,50,5
717495,50,6
717496,50,8
717497,50,7
717498,50,5
717500,50,5
717501,40,8
717503,40,8
717505,40,9
717523,40,7
717527,40,10
717530,40,10
717541,40,10
717548,40,9
717549,40,9
717560,40,9
717565,40,8
717570,40,8
717571,40,8
717576,40,9
717581,40,7
717590,40,10
717591,40,8
717592,40,7
717593,40,7
717594,40,9
717598,40,10
717599,40,8
717602,40,9
717604,40,8
717609,40,10
717610,40,9
717611,40,9
717614,40,7
717615,40,10
717616,40,9
717618,40,9
717621,40,5
717622,40,8
717624,40,8
717626,40,8
717627,30,7
717628,40,10
717629,40,9
717631,40,10
717632,40,9
717634,40,8
717635,40,9
717636,40,8
717638,40,10
717642,40,5
717643,40,10
717644,40,8
717645,40,10
717646,40,10
717647,40,9
717649,40,9
717650,40,10
717651,40,10
717652,40,10
717655,40,10
717656,40,8
717657,40,8
717658,40,10
717659,40,10
717660,40,9
717661,40,9
717663,40,10
717664,40,10
717666,40,8
717670,40,8
717671,40,10
717674,40,2
717675,40,10
717676,40,10
717677,40,5
717678,40,10
717679,40,7
717681,40,10
717682,40,10
717685,40,10
717686,40,8
717687,40,10
717688,40,10
717690,40,9
717692,40,10
717694,40,8
717698,40,7
717700,40,8
717701,40,9
717705,40,10
717706,40,9
717707,30,7
717709,30,5
717723,30,6
717738,20,8
717744,20,5
717769,60,5
717775,50,6
717779,40,10
717781,40,6
717785,50,5
717786,50,4
717794,60,10
717805,30,10
717806,20,7
717808,20,9
717809,30,6
717810,20,6
717811,20,5
717812,40,8
717814,40,6
717818,50,6
717821,10,6
717823,20,8
717824,20,8
717826,40,10
717853,40,8
717859,50,8
717868,30,10
717869,20,10
717874,20,10
717875,40,5
717876,40,5
717880,50,10
717881,50,10
717884,40,9
717888,40,9
717971,30,3
717985,30,6
717990,30,6
717991,30,5
717992,30,8
717993,30,8
717998,30,7
717999,30,5
718008,20,7
718010,50,8
718013,30,8
718014,30,10
718015,30,9
718017,30,8
718018,30,5
718019,30,10
718020,30,9
718021,30,9
718022,30,7
718024,30,5
718025,30,10
718026,30,10
718027,30,9
718028,30,9
718029,30,9
718031,30,7
718032,30,4
718033,30,10
718034,30,9
718035,30,8
718036,30,10
718037,30,9
718038,30,9
718040,40,8
718051,40,10
718067,50,3
718071,60,8
718072,60,10
718073,50,6
718077,50,5
718078,50,5
718079,50,6
718083,50,5
718086,50,6
718089,50,5
718091,50,7
718092,50,5
718095,50,3
718097,50,2
718099,50,5
718100,50,5
718102,50,8
718104,50,5
718106,50,1
718108,50,4
718111,50,5
718112,50,6
718120,40,6
718122,30,9
718127,30,8
718132,20,7
718135,30,5
718137,30,5
718140,40,7
718141,40,9
718146,20,8
718148,30,6
718150,30,3
718152,30,7
718157,30,5
718158,40,6
718159,30,6
718163,40,10
718175,40,10
718177,30,10
718179,30,10
718181,30,10
718182,40,8
718183,30,10
718185,30,10
718186,40,10
718188,40,7
718189,30,10
718191,30,10
718192,30,10
718194,30,10
718196,30,10
718199,30,10
718200,20,6
718201,20,8
718202,20,8
718203,20,5
718212,30,5
718215,20,5
718220,30,6
718224,20,7
718231,50,7
718233,40,9
718234,40,8
718236,40,5
718237,40,8
718238,40,10
718239,40,10
718240,10,1
718241,30,8
718242,30,6
718246,10,9
718247,50,9
718256,30,10
718298,40,7
718299,40,8
718300,40,8
718302,30,10
718307,50,7
718308,50,10
718310,50,10
718312,50,9
718313,50,10
718315,50,6
718316,50,9
718317,50,9
718320,50,9
718322,20,5
718323,40,6
718324,20,5
718326,20,10
718327,30,10
718330,50,7
718331,30,10
718332,30,10
718333,30,10
718336,40,8
718337,20,6
718340,20,10
718341,20,4
718342,30,9
718343,20,5
718347,30,7
718348,30,9
718349,50,6
718350,50,8
718351,50,6
718354,50,6
718356,40,7
718358,100,7
718359,100,5
718361,10,9
718366,30,10
718447,60,10
718451,20,10
718471,20,4
718476,40,8
718481,20,8
718491,20,8
718492,20,9
718494,20,7
718499,20,8
718504,20,10
718514,20,10
718531,20,10
718558,20,7
718560,30,7
718561,20,10
718562,20,8
718566,20,10
718568,20,8
718573,30,8
718578,20,9
718579,20,7
718587,20,10
718588,20,10
718590,20,9
718599,20,8
718601,20,7
718604,20,10
718612,20,8
718613,20,9
718614,20,8
718616,20,7
718622,20,8
718624,20,7
718625,20,7
718627,20,6
718637,20,5
718647,20,10
718651,20,8
718652,30,8
718670,20,9
718671,20,8
718674,20,8
718676,20,8
718680,20,7
718708,20,8
718709,20,10
718710,20,8
718711,20,7
718713,20,10
718715,20,6
718717,40,10
718729,10,7
718759,20,10
718762,10,9
718768,50,4
718769,50,7
718770,0,7
718771,50,9
718775,50,2
718791,20,10
718792,40,7
718795,60,8
718837,110,9
718843,110,10
718851,110,1
718857,40,9
718872,110,10
718878,110,10
718887,30,8
718895,110,10
718899,110,10
718902,40,7
718903,40,7
718904,40,10
718908,10,8
718909,40,9
718915,60,8
718919,60,10
718920,20,5
718921,20,3
718926,20,5
718928,20,6
718932,20,4
718933,20,6
718935,20,5
718936,20,5
718945,20,3
718948,20,4
718949,20,10
718955,40,8
718956,20,10
718959,20,10
718960,20,4
718962,30,9
718963,30,8
718964,30,8
718967,30,9
718968,40,6
718970,40,8
718971,40,7
718972,40,5
718973,40,9
718976,40,8
718977,40,7
718979,40,5
718983,40,5
718985,40,8
718986,40,5
718990,30,10
718992,30,4
718995,30,8
718996,30,8
718998,30,8
718999,30,10
719000,30,9
719005,50,5
719006,50,8
719007,50,9
719010,20,6
719013,30,5
719014,40,6
719017,40,4
719018,40,7
719021,40,10
719022,40,7
719023,40,9
719027,30,10
719042,10,6
719043,20,8
719044,10,8
719046,40,6
719051,40,8
719052,40,8
719065,50,6
719075,30,10
719076,30,5
719077,30,10
719079,50,5
719080,30,10
719082,30,10
719083,30,10
719084,30,9
719085,30,9
719086,30,10
719087,30,10
719088,30,10
719089,30,10
719091,30,10
719093,30,10
719094,30,10
719096,30,10
719097,30,10
719098,30,8
719099,30,10
719100,30,10
719101,30,10
719102,30,8
719103,30,10
719104,30,5
719105,30,10
719106,30,10
719107,30,9
719108,30,9
719109,30,10
719110,30,10
719111,30,10
719113,30,10
719114,30,9
719116,30,9
719117,30,10
719118,30,9
719119,30,10
719120,30,10
719122,30,9
719123,30,10
719124,30,10
719125,30,9
719126,30,10
719127,30,10
719128,30,10
719129,30,10
719130,30,10
719132,30,8
719133,30,10
719134,30,10
719135,30,10
719136,30,10
719137,30,10
719138,30,10
719140,30,10
719143,20,9
719144,20,8
719145,20,7
719147,20,7
719148,20,9
719149,20,9
719150,30,9
719180,10,8
719181,30,8
719182,40,9
719183,30,10
719184,40,9
719185,40,8
719186,40,9
719187,10,9
719193,30,8
719199,20,5
719200,20,1
719204,20,5
719207,20,5
719212,20,7
719213,20,5
719216,30,10
719370,60,10
719417,50,9
719418,20,10
719419,20,10
719423,40,5
719428,50,8
719456,20,5
719489,50,7
719490,50,10
719493,30,7
719503,70,7
719538,30,5
719544,50,10
719545,40,5
719546,50,6
719561,50,10
719582,50,10
719583,50,9
719585,50,10
719617,50,10
719623,50,10
719624,40,10
719632,90,10
719633,90,5
719634,30,10
719637,30,5
719639,30,9
719640,30,5
719645,30,9
719647,30,8
719648,30,6
719649,40,5
719651,30,8
719654,10,8
719655,10,8
719656,40,8
719657,10,9
719658,70,9
719659,10,9
719661,10,6
719664,10,10
719667,10,7
719673,40,6
719678,40,10
719680,40,8
719685,40,10
719694,20,7
719705,20,9
719707,20,8
719715,20,10
719717,20,9
719723,20,10
719724,20,10
719726,20,8
719729,30,8
719735,20,6
719740,20,6
719742,20,8
719747,20,10
719748,20,10
719750,20,10
719752,20,8
719753,20,8
719756,20,7
719757,20,8
719758,20,8
719762,10,3
719763,30,10
719764,30,10
719766,30,3
719769,30,10
719770,30,10
719772,30,10
719776,30,10
719820,30,7
719825,30,5
719830,30,9
719833,30,7
719843,40,8
719847,40,9
719850,40,5
719852,40,9
719853,40,7
719857,40,8
719871,10,7
719878,10,8
719881,10,9
719884,10,8
719885,10,8
719886,10,8
719888,10,8
719890,10,8
719891,10,8
719893,10,8
719895,10,8
719896,10,8
719903,70,10
719904,70,10
719906,40,10
719908,40,10
719909,40,10
719916,40,9
719917,20,7
719918,20,8
719921,20,8
719926,40,9
719927,30,8
719934,30,7
719943,30,10
719955,20,7
719956,40,9
719969,20,5
719974,40,7
720024,30,8
720044,30,8
720090,30,7
720108,30,8
720109,30,9
720114,30,6
720117,30,7
720131,30,9
720136,30,5
720138,30,5
720140,30,10
720149,40,7
720162,40,7
720163,30,3
720164,200,8
720168,200,8
720169,200,5
720171,50,10
720178,50,10
720179,50,7
720184,40,10
720188,40,2
720197,30,9
720198,30,1
720200,30,8
720203,50,5
720205,70,9
720212,30,10
720214,30,8
720215,60,9
720219,10,10
720220,10,7
720221,30,7
720226,30,6
720234,20,7
720240,20,7
720257,30,7
720259,30,8
720260,40,10
720261,40,10
720262,40,7
720263,40,7
720264,40,10
720267,40,3
720268,40,7
720271,40,8
720272,40,10
720273,40,5
720274,40,4
720276,40,10
720278,40,6
720279,40,10
720280,40,10
720282,30,4
720304,60,10
720326,30,6
720332,20,10
720335,30,9
720336,30,9
720340,40,8
720341,30,7
720342,40,7
720345,50,7
720349,30,5
720351,30,9
720353,30,10
720354,30,10
720355,30,10
720356,30,7
720359,40,9
720363,20,7
720366,30,8
720376,30,7
720377,30,10
720379,30,5
720388,30,5
720395,30,10
720396,50,7
720398,30,8
720407,30,8
720409,30,5
720412,40,10
720434,30,9
720445,40,3
720461,20,10
720469,30,10
720478,30,10
720493,30,9
720512,30,10
720517,30,7
720525,50,6
720548,30,10
720551,30,5
720555,40,10
720562,30,10
720564,30,10
720566,30,7
720569,30,10
720571,30,10
720572,30,10
720576,20,8
720593,30,10
720601,30,8
720604,30,10
720605,30,8
720613,30,10
720617,30,6
720618,30,9
720621,30,10
720624,30,10
720629,30,10
720630,30,10
720634,30,10
720636,30,10
720638,30,9
720641,30,9
720642,30,9
720655,30,9
720657,30,7
720658,30,10
720663,30,8
720664,30,7
720665,30,7
720679,30,5
720688,30,10
720698,30,8
720732,30,9
720734,30,8
720735,30,9
720743,30,10
720745,30,5
720761,30,10
720764,40,10
720765,30,8
720766,30,8
720767,30,7
720784,0,8
720789,0,7
720792,20,8
720793,20,5
720798,30,8
720800,30,9
720802,30,10
720803,30,10
720805,30,10
720806,30,10
720807,30,9
720808,30,8
720809,30,10
720810,30,10
720811,30,8
720812,30,7
720813,30,5
720814,30,10
720815,30,5
720816,30,8
720817,30,6
720822,30,4
720823,30,5
720824,30,7
720825,30,9
720826,30,7
720827,30,7
720828,30,9
720829,30,9
720830,30,8
720831,30,10
720832,20,7
720833,20,5
720837,20,3
720841,20,9
720845,20,3
720881,30,8
720883,20,5
720884,20,5
720885,20,3
720886,20,5
720890,10,10
720891,10,5
720893,10,10
720894,10,7
720895,10,6
720896,20,1
720898,50,6
720899,50,8
720900,50,9
720901,40,8
720904,20,2
720905,50,8
720909,10,6
720911,10,6
720912,70,7
720913,70,6
720919,20,10
720923,30,6
720924,30,5
720925,30,5
720926,30,8
720928,20,8
720930,50,8
720942,30,7
720999,30,5
721003,30,10
721012,40,9
721024,30,7
721025,30,8
721026,30,6
721035,40,7
721043,40,6
721053,40,3
721070,40,5
721104,40,9
721113,30,8
721116,40,6
721136,40,6
721150,30,10
721168,40,7
721172,40,10
721183,40,8
721224,40,7
721262,10,9
721263,10,9
721267,30,8
721268,30,4
721269,30,4
721273,60,9
721274,50,4
721281,20,6
721284,20,6
721286,30,8
721287,30,8
721288,30,10
721289,30,9
721290,30,10
721291,30,10
721292,30,10
721293,30,9
721294,30,9
721295,30,9
721296,30,9
721297,30,10
721299,30,10
721300,30,9
721301,30,8
721302,30,9
721303,30,10
721304,30,10
721306,30,7
721307,30,8
721308,30,5
721309,30,7
721310,30,9
721314,30,7
721315,30,9
721319,30,5
721320,30,7
721324,30,10
721325,30,8
721326,30,10
721327,30,8
721329,30,7
721330,30,9
721331,30,7
721332,30,5
721335,30,8
721337,30,9
721341,30,8
721342,30,5
721344,30,10
721345,30,7
721347,30,5
721349,30,7
721350,30,6
721351,30,7
721352,30,7
721353,30,7
721354,30,5
721355,30,8
721357,30,9
721358,30,9
721359,30,10
721360,30,8
721361,30,8
721365,30,10
721368,30,7
721372,30,6
721373,20,8
721375,30,10
721377,30,9
721378,30,10
721382,30,5
721384,30,5
721386,30,5
721389,30,3
721393,30,10
721396,10,6
721397,30,10
721399,30,10
721401,30,10
721402,30,8
721405,30,8
721410,60,8
721412,20,10
721413,20,10
721416,40,6
721419,30,8
721420,30,8
721421,30,8
721422,30,10
721423,30,8
721424,30,9
721425,30,7
721426,30,9
721427,30,10
721428,30,10
721429,30,10
721430,30,10
721431,30,3
721433,10,3
721434,20,8
721435,30,8
721440,20,5
721441,20,5
721446,20,5
721449,20,5
721451,20,5
721454,20,5
721457,40,5
721458,20,5
721459,20,5
721461,20,5
721464,20,5
721465,20,5
721468,20,5
721472,60,5
721473,60,4
721474,30,5
721477,40,8
721480,20,7
721481,20,8
721482,20,6
721484,20,7
721485,20,8
721487,20,8
721488,20,8
721489,20,8
721490,20,7
721493,30,9
721494,30,8
721495,10,8
721496,10,9
721497,60,7
721502,20,9
721503,20,8
721504,20,8
721505,20,8
721508,20,10
721509,20,8
721511,20,8
721512,20,8
721513,20,8
721515,20,8
721516,20,8
721517,20,8
721518,20,8
721519,20,8
721520,20,8
721521,20,8
721522,20,8
721523,20,10
721524,20,8
721525,20,9
721526,10,5
721527,20,6
721529,20,6
721557,30,10
721561,30,10
721562,30,10
721564,30,10
721567,30,10
721569,30,10
721572,30,8
721576,30,6
721582,30,8
721583,30,10
721584,30,10
721586,30,8
721587,30,10
721588,40,9
721589,30,9
721591,30,10
721593,20,7
721595,20,10
721596,20,10
721598,30,4
721599,20,10
721613,40,7
721614,40,4
721615,40,7
721624,40,8
721634,30,7
721635,30,8
721641,30,7
721655,20,8
721668,30,5
721673,30,9
721693,30,7
721706,40,8
721733,40,9
721734,40,5
721739,40,7
721742,40,2
721744,40,3
721745,40,5
721748,40,6
721750,40,6
721751,40,6
721753,40,3
721775,30,10
721776,30,9
721777,30,9
721786,30,8
721802,50,8
721805,50,9
721808,50,10
721812,50,10
721823,50,8
721824,50,7
721825,50,5
721833,50,10
721842,50,10
721853,50,5
721854,30,5
721856,50,10
721858,50,8
721865,40,5
721903,50,6
721911,50,9
721921,50,5
721932,30,10
721937,50,8
721938,40,9
721966,40,5
722004,50,8
722009,50,8
722019,50,10
722029,50,9
722030,50,10
722050,50,6
722080,50,9
722081,50,10
722089,40,5
722100,40,10
722118,50,9
722121,50,10
722122,50,8
722130,50,8
722157,50,5
722159,50,9
722185,30,10
722188,50,9
722189,50,9
722193,50,10
722209,50,8
722214,30,5
722219,50,10
722220,50,10
722221,50,9
722230,50,10
722233,50,8
722234,50,8
722236,40,6
722241,50,7
722247,50,7
722249,50,7
722272,50,8
722273,20,8
722277,50,10
722282,50,9
722284,50,9
722286,50,9
722287,50,7
722288,50,9
722299,50,9
722300,50,10
722306,50,9
722307,50,5
722311,50,9
722321,50,6
722322,50,7
722330,50,8
722341,50,10
722350,50,9
722351,50,10
722352,50,8
722354,50,8
722356,50,8
722377,50,5
722384,50,7
722385,50,10
722401,50,5
722405,50,10
722412,50,10
722413,50,10
722436,30,9
722439,50,9
722453,50,8
722460,50,8
722479,50,8
722489,50,5
722515,50,8
722527,50,8
722539,50,10
722569,50,7
722592,20,5
722595,50,8
722596,50,8
722597,50,5
722598,20,8
722599,20,5
722601,40,9
722602,40,6
722603,40,7
722616,30,7
722623,30,7
722626,20,8
722631,30,7
722637,20,8
722641,40,9
722649,40,6
722657,40,9
722658,40,5
722661,40,5
722662,50,7
722663,50,7
722665,50,5
722667,50,7
722668,50,6
722670,40,10
722671,40,8
722673,50,10
722674,30,5
722677,50,6
722678,30,5
722679,50,10
722681,30,7
722685,20,9
722688,50,10
722692,60,8
722693,60,8
722698,60,10
722699,50,10
722704,60,8
722705,20,9
722706,10,4
722707,10,10
722708,10,8
722709,10,10
722710,10,5
722711,10,10
722713,10,5
722714,10,8
722715,10,8
722719,40,9
722725,40,7
722732,40,8
722745,40,7
722746,40,8
722754,40,8
722762,40,10
722763,40,10
722771,30,7
722773,40,6
722778,30,10
722796,10,5
722864,40,5
722906,20,10
722919,30,5
722945,40,8
722946,40,9
722958,40,10
722984,40,7
723013,40,7
723035,40,10
723062,40,7
723064,40,8
723065,40,7
723066,40,10
723068,30,9
723072,40,8
723074,40,9
723080,0,7
723091,40,9
723092,40,8
723116,30,2
723122,40,9
723138,40,6
723146,40,10
723147,40,9
723157,60,10
723158,40,7
723162,40,8
723168,40,5
723169,40,8
723170,20,10
723172,40,10
723191,50,8
723194,40,7
723200,40,10
723201,60,6
723203,60,5
723205,30,8
723210,10,7
723212,50,5
723216,30,5
723227,20,6
723230,30,5
723234,30,8
723248,30,8
723251,40,10
723252,20,7
723254,60,3
723262,10,7
723266,10,10
723268,10,6
723271,20,8
723272,50,10
723273,10,10
723275,20,1
723281,40,10
723283,50,9
723284,50,9
723293,40,8
723301,50,7
723308,30,9
723309,30,7
723313,30,10
723315,30,10
723319,30,7
723322,30,10
723326,30,10
723329,30,9
723335,30,10
723336,30,10
723337,30,9
723338,30,8
723340,30,8
723346,30,10
723350,30,10
723352,30,8
723355,50,7
723356,40,10
723357,40,10
723358,40,10
723359,30,8
723361,20,9
723365,20,9
723366,20,7
723368,20,8
723372,50,7
723382,40,8
723384,30,5
723386,30,10
723389,30,4
723390,20,8
723392,20,9
723394,20,8
723396,20,5
723435,10,8
723600,40,8
723680,30,9
723710,30,6
723726,40,9
723744,20,9
723751,20,7
723821,20,8
723829,30,10
723882,40,10
723922,10,8
723923,20,9
723933,20,9
723939,40,9
723943,40,8
723944,40,8
723946,40,8
723948,40,7
723951,40,5
723956,40,2
723958,40,5
723959,40,7
723960,40,9
723961,40,8
723964,40,8
723965,40,7
723970,50,8
723983,40,8
723990,40,8
723991,40,8
723997,30,10
723998,30,8
724004,20,9
724005,20,10
724006,20,5
724007,20,10
724008,20,10
724010,20,7
724011,30,8
724012,20,8
724013,20,8
724014,20,5
724015,20,7
724016,20,6
724017,20,9
724018,20,10
724019,20,8
724020,20,10
724023,30,7
724024,30,7
724026,30,9
724027,30,5
724028,30,8
724029,30,3
724034,30,6
724035,30,7
724036,30,4
724039,30,6
724042,30,5
724044,30,7
724045,30,7
724046,30,7
724048,30,7
724049,30,3
724050,30,5
724051,30,7
724052,30,7
724053,30,5
724054,30,7
724056,30,6
724057,30,3
724059,30,6
724061,30,5
724062,30,5
724066,30,3
724067,30,8
724069,30,7
724071,30,5
724072,30,7
724073,30,6
724080,30,4
724083,10,3
724091,20,8
724092,40,6
724095,30,4
724099,30,7
724102,20,8
724107,60,9
724109,40,5
724111,40,7
724116,20,9
724117,60,5
724118,60,8
724122,20,10
724123,20,5
724124,20,5
724126,40,3
724127,20,5
724129,20,5
724131,20,8
724133,20,8
724136,20,8
724137,20,10
724138,20,5
724139,20,5
724141,20,8
724142,40,7
724148,40,10
724151,40,8
724152,40,7
724154,40,8
724155,40,6
724156,40,10
724158,40,9
724159,40,6
724160,40,8
724163,40,9
724164,20,6
724169,20,7
724170,20,9
724171,20,6
724172,20,8
724174,20,8
724185,20,2
724188,30,9
724189,40,9
724190,20,4
724191,40,6
724192,40,6
724194,40,7
724195,40,7
724197,30,7
724199,30,9
724200,30,9
724204,30,7
724205,30,5
724206,30,6
724208,30,8
724209,30,6
724215,30,9
724217,30,6
724218,30,5
724219,30,5
724220,30,7
724223,40,2
724230,10,10
724233,30,8
724234,30,7
724237,20,7
724241,40,8
724242,40,9
724243,40,8
724244,40,8
724245,40,7
724248,40,8
724249,40,7
724250,40,9
724257,30,3
724258,30,5
724269,30,9
724270,30,9
724271,30,5
724273,40,8
724275,40,8
724276,70,9
724277,40,5
724278,40,10
724280,40,6
724281,40,5
724282,40,5
724284,40,5
724285,40,5
724286,70,9
724287,50,6
724289,50,9
724290,50,7
724291,50,5
724298,30,5
724299,30,10
724303,40,7
724304,60,5
724314,50,5
724315,20,5
724316,20,8
724317,30,8
724330,40,7
724331,40,8
724335,10,7
724344,40,8
724349,40,9
724350,40,1
724352,40,8
724354,40,10
724355,40,1
724377,30,10
724383,30,8
724386,40,8
724387,40,8
724388,40,8
724396,30,8
724400,30,8
724401,40,8
724402,40,9
724404,40,9
724417,40,8
724420,40,1
724422,30,8
724435,40,3
724436,40,8
724437,40,1
724441,40,8
724443,40,1
724444,40,8
724446,40,5
724447,40,1
724448,40,1
724449,40,1
724451,40,9
724452,40,10
724468,40,1
724472,40,1
724473,40,5
724474,40,1
724475,40,8
724476,30,10
724477,40,8
724478,40,10
724489,40,1
724500,40,8
724501,40,8
724503,40,8
724504,40,8
724505,40,10
724506,40,8
724507,40,8
724510,40,8
724511,40,8
724518,30,10
724521,30,10
724523,40,8
724526,40,8
724527,40,8
724528,40,8
724533,40,8
724534,40,1
724535,40,8
724537,40,10
724540,40,1
724541,40,8
724542,30,7
724547,30,10
724572,30,10
724577,30,8
724579,30,10
724585,30,10
724587,30,10
724589,30,10
724590,30,10
724595,30,8
724597,30,5
724602,10,9
724603,10,7
724606,50,8
724607,50,8
724608,50,9
724610,20,8
724617,30,7
724620,30,9
724625,30,8
724627,30,5
724631,10,9
724633,30,8
724634,10,10
724639,100,5
724642,40,7
724645,100,10
724647,100,10
724648,100,5
724649,100,5
724651,100,4
724653,100,7
724654,100,8
724655,100,3
724659,30,9
724660,30,7
724661,30,4
724667,30,9
724668,30,5
724669,30,5
724671,30,5
724672,30,8
724674,30,6
724676,30,9
724677,30,7
724678,30,4
724679,30,5
724680,30,3
724681,30,8
724682,30,6
724683,30,4
724684,30,1
724686,30,6
724689,30,5
724691,30,7
724692,40,4
724693,30,9
724712,20,6
724715,20,5
724717,50,10
724718,20,5
724723,40,8
724732,30,7
724785,40,10
724834,40,8
724840,30,8
724870,60,10
724904,20,7
725039,30,5
725041,10,7
725147,30,7
725152,20,10
725200,20,9
725221,20,9
725239,30,6
725266,20,9
725292,20,10
725299,40,9
725306,40,8
725336,20,5
725337,30,8
725339,30,6
725340,30,7
725343,30,7
725345,40,8
725376,20,10
725377,40,8
725379,40,8
725396,40,10
725499,30,7
725621,20,9
725622,30,10
725624,40,7
725628,50,5
725633,50,10
725634,10,8
725648,20,8
725652,30,5
725654,30,8
725655,30,5
725659,20,5
725661,30,10
725681,40,8
725682,40,9
725683,40,8
725684,40,8
725685,40,8
725689,40,9
725690,40,10
725691,40,8
725692,40,6
725693,40,7
725696,40,7
725713,40,8
725718,40,8
725739,40,6
725740,40,9
725749,40,7
725767,40,7
725768,40,8
725769,40,8
725772,40,8
725775,40,8
725776,40,7
725777,40,8
725780,40,10
725781,40,9
725782,40,8
725783,40,6
725784,40,9
725786,40,8
725787,40,9
725789,40,7
725790,40,9
725791,40,6
725792,60,9
725803,20,9
725805,40,5
725807,40,8
725812,40,9
725813,40,9
725814,40,6
725815,40,8
725869,40,8
725870,40,9
725871,40,8
725872,40,8
725873,40,8
725874,40,8
725875,40,8
725876,40,7
725877,40,7
725878,20,9
725881,40,7
725893,40,8
725894,40,7
725896,40,7
725897,40,7
725898,40,8
725901,40,8
725903,40,8
725904,40,8
725906,40,10
725907,40,10
725908,40,10
725909,40,10
725911,40,10
725913,40,8
725916,40,10
725940,40,8
725941,40,8
725942,40,9
725943,40,9
725944,40,9
725950,40,8
725955,40,7
725958,40,8
725961,40,9
725976,40,8
725982,30,5
725990,30,10
725993,40,7
725995,40,8
725996,40,8
726003,40,8
726004,40,6
726008,40,10
726010,40,6
726023,40,10
726026,40,6
726029,40,10
726031,40,9
726036,40,9
726037,40,8
726038,40,8
726062,40,8
726063,40,6
726067,40,7
726072,40,8
726127,40,8
726129,20,8
726130,40,8
726132,40,8
726133,40,8
726134,40,7
726135,40,10
726136,40,8
726137,40,9
726138,40,5
726145,40,7
726160,40,10
726166,40,6
726176,40,10
726190,40,8
726191,40,8
726201,40,6
726202,40,7
726203,40,7
726204,40,8
726205,40,6
726206,40,7
726207,40,7
726209,40,9
726210,40,6
726211,40,9
726212,40,9
726213,40,8
726214,40,8
726215,40,9
726216,40,7
726217,40,9
726219,40,8
726220,40,8
726223,40,8
726224,40,6
726227,40,8
726228,40,8
726232,40,5
726235,40,7
726236,40,8
726238,40,9
726239,40,7
726240,40,7
726241,40,8
726242,40,7
726243,40,9
726244,40,7
726245,40,8
726251,40,7
726256,40,9
726257,40,7
726280,40,8
726293,30,8
726316,40,9
726317,40,8
726319,40,8
726320,40,8
726332,40,9
726344,40,9
726346,40,9
726347,40,9
726371,40,8
726377,40,8
726380,40,7
726385,40,9
726386,40,9
726388,40,7
726389,40,8
726390,40,8
726394,50,10
726403,40,9
726404,40,8
726405,40,8
726416,40,6
726420,40,7
726426,40,6
726427,40,9
726432,40,9
726433,40,9
726438,40,4
726440,40,8
726443,40,8
726446,40,6
726447,40,8
726452,40,7
726455,40,8
726456,40,8
726457,40,8
726458,40,8
726459,40,8
726461,40,7
726462,40,7
726463,40,6
726465,40,9
726466,40,9
726467,40,8
726470,20,5
726474,40,8
726477,40,5
726479,40,6
726480,40,8
726482,40,9
726483,40,8
726486,40,8
726487,40,10
726490,40,7
726498,40,10
726499,40,8
726500,40,10
726501,40,10
726502,40,10
726503,40,8
726504,40,9
726510,40,8
726513,20,8
726514,30,2
726515,30,10
726517,30,6
726519,30,8
726526,40,8
