,Book-Author,Count,Average
29194,Joanne Michaels,1,5.0
29195,Joanne Milkereit,1,8.0
29196,Joanne Miller,1,8.0
29201,Joanne Redd,1,0.0
29206,Joanne Settel,1,5.0
29208,Joanne Stang,1,0.0
29210,Joanne Suter,1,9.0
29212,Joanne Wallace,1,6.0
29213,Joanne Weir,1,9.0
29214,Joanne Wickenburg,1,0.0
29216,Joanne Y. Cleaver,1,0.0
29217,Joanot Martorell,1,0.0
29219,Joaquin Blasco,1,7.0
29220,Job Michael  Evans,1,9.0
29221,Jobst Brandt,1,6.0
29222,Jocasta Innes,1,0.0
29268,Joe  Kissell,1,10.0
29272,Joe Adamson,1,0.0
29188,Joanne Malone,1,0.0
29325,Joe J. Christensen,1,0.0
29331,Joe Kelly,1,8.0
29334,Joe Kort,1,0.0
29336,Joe Kubert,1,0.0
29338,Joe L. Frost,1,4.0
29342,Joe Layden,1,0.0
29343,Joe Lederer,1,0.0
29344,Joe Lesueur,1,0.0
29345,Joe M.S. Graedon,1,0.0
29346,Joe Magliato,1,0.0
29347,Joe Maniscalco,1,0.0
29349,Joe Marcus,1,0.0
29351,Joe Mathieu,1,0.0
29352,Joe Maynard,1,0.0
29355,Joe Mcq,1,0.0
29356,Joe Menzer,1,0.0
29357,Joe Morgan,1,8.0
29359,Joe Nick Patoski,1,10.0
29327,Joe Jamail,1,0.0
29321,Joe Hoppel,1,10.0
29274,Joe And Betty Weider,1,5.0
29320,Joe Hendrickson,1,0.0
29275,Joe Arthur,1,0.0
29276,Joe Ashby Porter,1,0.0
29277,Joe Bob Briggs,1,8.0
29278,Joe Borgenicht,1,0.0
29284,Joe Cardillo,1,5.0
29286,Joe Cataudella,1,0.0
29287,Joe Celko,1,7.0
29288,Joe Christy,1,7.0
29291,Joe Coleman,1,0.0
29296,Joe Cribb,1,0.0
29298,Joe David Bellamy,1,0.0
29300,Joe Decker,1,10.0
29309,Joe Foss,1,0.0
29311,Joe Friel,1,5.0
29315,Joe Gorin,1,0.0
29317,Joe H. Slate,1,0.0
29319,Joe Heldeman,1,0.0
29190,Joanne Mattera,1,10.0
29186,Joanne Kimes,1,10.0
29364,Joe Pauker,1,7.0
29038,Joan Ohanneson,1,0.0
29046,Joan Prestine,1,9.0
29051,Joan Ratner  Heilman,1,0.0
29056,Joan Rutt,1,10.0
29058,Joan S. Weiss,1,0.0
29063,Joan Schwartz,1,0.0
29064,Joan Schweighardt,1,10.0
29065,Joan Shapiro,1,0.0
29067,Joan Simon,1,0.0
29070,Joan Solomon Weiss,1,0.0
29072,Joan Steiner,1,0.0
29074,Joan Sturkie,1,0.0
29076,Joan Ullyot,1,6.0
29077,Joan V. Overfield,1,0.0
29079,Joan Vannorsdall Schroeder,1,0.0
29080,Joan Vincent,1,0.0
29082,Joan W Blos,1,0.0
29084,Joan Wall,1,6.0
29044,Joan Potter,1,8.0
29037,Joan Oates,1,8.0
29090,Joan Williams,1,0.0
29036,Joan Nunn,1,8.0
29004,Joan Lingard,1,9.0
29008,Joan M. Brearley,1,0.0
29009,Joan M. Brovins,1,0.0
29011,Joan M. Gattuso,1,0.0
29012,Joan M. Gero,1,0.0
29013,Joan M. Hummel,1,0.0
29015,Joan M. Veon,1,0.0
29016,Joan Mackie,1,0.0
29017,Joan Marie Butler,1,10.0
29018,Joan Mark,1,0.0
29020,Joan Mathews Larson,1,0.0
29021,Joan Mazza,1,8.0
29026,Joan Meyers,1,0.0
29030,Joan Morgan,1,8.0
29031,Joan Mueller,1,0.0
29033,Joan N. Keener,1,9.0
29034,Joan N. Ostroff,1,9.0
29087,Joan Wickersham,1,0.0
29093,Joan Winston,1,0.0
29185,Joanne Kenworthy,1,0.0
29153,Joanna Torrey,1,0.0
29157,Joanna Weaver,1,10.0
29158,Joanna White,1,0.0
29160,Joanna Wylde,1,9.0
29161,Joanna Z. Adams,1,0.0
29163,Joanne Asala,1,0.0
29165,Joanne Ball,1,10.0
29168,Joanne Brasil,1,0.0
29170,Joanne Cleaver,1,0.0
29171,Joanne Crocker,1,0.0
29173,Joanne Dubbs Ball,1,10.0
29176,Joanne G. Fullan,1,10.0
29177,Joanne Gise,1,0.0
29179,Joanne Greenburg,1,5.0
29180,Joanne H. Meehl,1,0.0
29182,Joanne Hatch Bruch,1,0.0
29183,Joanne Hoppe,1,0.0
29184,Joanne Hyppolite,1,0.0
29154,Joanna Trevelyan,1,0.0
29151,Joanna Spector,1,0.0
29097,"Joan, Ph.D. Liebmann-Smith",1,0.0
29150,Joanna Sheen,1,0.0
29099,Joani Blank,1,6.0
29102,Joann Algermissen,1,0.0
29105,Joann Ferguson,1,0.0
29106,Joann Gardner-Loulan,1,0.0
29109,Joann Robb,1,0.0
29113,Joanna Arettam,1,10.0
29119,Joanna Cannan,1,0.0
29124,Joanna Crosse,1,0.0
29125,Joanna Downey,1,0.0
29129,Joanna Harris,1,0.0
29131,Joanna Jones,1,0.0
29132,Joanna Jordan,1,0.0
29133,Joanna L Stratton,1,8.0
29134,Joanna Laufer,1,5.0
29136,Joanna M Lund,1,6.0
29145,Joanna Phillips,1,0.0
29146,Joanna Richardson,1,0.0
29363,Joe Paterno,1,0.0
29367,Joe R. Garner,1,0.0
29692,John Butman,1,0.0
29574,John Archibald,1,0.0
29577,John Armistead,1,8.0
29578,John Armstrong Crow,1,10.0
29579,John Arthos,1,0.0
29584,John Asser,1,0.0
29588,John B Fraleigh,1,0.0
29590,John B. Hicks,1,9.0
29591,John B. Judis,1,0.0
29594,John B. Matthews,1,0.0
29595,John B. Mcclay,1,0.0
29596,John B. Olson,1,9.0
29597,John B. Raffa,1,0.0
29598,John B. Robinson,1,9.0
29599,John B. Rosenman,1,10.0
29600,"John B., Jr. Cobb",1,5.0
29602,John Baille,1,0.0
29603,John Baillie,1,0.0
29604,John Bainbridge,1,0.0
29575,John Archibald Wheeler,1,0.0
29572,John Applegate,1,0.0
29611,John Barrow,1,8.0
29571,John Anthony Scott,1,0.0
29537,John A. Pew,1,3.0
29538,John A. Prestbo,1,0.0
29539,John A. Russo,1,0.0
29542,John A. Schettler,1,8.0
29543,John A. Scott,1,0.0
29545,John A. Vlahides,1,10.0
29546,John A. Williams,1,0.0
29547,"John A., Msgr Abucewicz",1,0.0
29549,John Adams,1,0.0
29550,John Alan Coey,1,0.0
29551,John Albano,1,0.0
29552,"John Albert, Wilson",1,0.0
29553,John Alcock,1,0.0
29555,John Alfred Russo,1,8.0
29563,John Amatt,1,0.0
29564,John Amen,1,10.0
29566,John Anderson,1,7.0
29609,John Barrett,1,0.0
29612,John Barson,1,0.0
29531,John A. Jenkins,1,0.0
29654,John Blundsen,1,0.0
29659,John Boston,1,7.0
29661,John Bourke,1,8.0
29663,John Bowen,1,0.0
29664,John Boyer Noss,1,9.0
29665,John Boynton,1,10.0
29666,John Boynton Priestley,1,10.0
29667,John Bozman,1,0.0
29669,John Brady,1,4.0
29670,John Braheny,1,6.0
29671,John Bramlett,1,6.0
29673,John Briley,1,0.0
29677,John Brosnan,1,6.0
29678,John Brown,1,0.0
29679,John Bruce,1,7.0
29681,John Bryson,1,5.0
29683,John Buchanan-Brown,1,8.0
29685,John Bunuan,1,0.0
29655,John Bond,1,0.0
29652,John Blufeld,1,5.0
29615,John Bartlow Martin,1,0.0
29650,John Blommers,1,5.0
29616,"John Bartlow, Martin",1,0.0
29617,John Bates,1,10.0
29625,John Bemelmans Marciano,1,0.0
29626,John Bemrose,1,0.0
29631,John Berryman,1,0.0
29632,John Bertolucci,1,0.0
29633,John Bertram Phillips,1,0.0
29635,John Betancourt,1,0.0
29636,John Bettenbender,1,8.0
29638,John Beverley Butcher,1,0.0
29640,John Bibee,1,0.0
29644,John Bingham,1,8.0
29645,John Birmingham,1,9.0
29646,John Blackthorn,1,0.0
29647,John Blades,1,0.0
29648,John Blockley,1,10.0
29649,John Blofeld,1,5.0
29535,John A. Miller,1,8.0
29530,John A. Jakle,1,0.0
29368,Joe R. Lansadle,1,0.0
29418,Joel H Nederhood,1,0.0
29420,Joel H. Spring,1,10.0
29421,Joel Kaufman,1,10.0
29423,Joel L. Schwartz,1,5.0
29425,Joel Levey,1,9.0
29426,Joel Levy,1,0.0
29427,Joel M. Mcmains,1,6.0
29430,Joel Meredith,1,0.0
29431,Joel Meyerowitz,1,10.0
29432,Joel Monture,1,0.0
29433,Joel Narlock,1,0.0
29434,Joel Nash,1,6.0
29438,Joel R Evans,1,0.0
29439,Joel Rapp,1,0.0
29440,Joel Rappelfeld,1,0.0
29441,Joel Redon,1,0.0
29446,Joel S. Moskowitz,1,10.0
29448,Joel Saper,1,0.0
29419,Joel H. Cohen,1,0.0
29417,Joel Groww,1,0.0
29451,Joel Schwartz,1,0.0
29410,Joel Fischer,1,0.0
29370,Joe Rosenberger,1,0.0
29371,Joe S. Mcilhaney,1,0.0
29373,Joe Schwarcz,1,9.0
29378,Joe Surkiewicz,1,0.0
29379,Joe Theismann,1,8.0
29381,Joe Treen,1,0.0
29385,Joe Webber,1,0.0
29391,"Joe, M.D. Davis",1,0.0
29392,Joe. Orton,1,0.0
29393,Joe. Vergara,1,0.0
29394,Joel  Grossman,1,5.0
29395,Joel  Spring,1,5.0
29396,Joel A. Barker,1,0.0
29398,Joel Anderson,1,5.0
29400,Joel Brouwer,1,5.0
29406,Joel Denker,1,0.0
29407,Joel Durham Jr.,1,0.0
29450,Joel Schapira,1,0.0
29453,Joel Sklar,1,0.0
29526,John A. Goldsmith,1,0.0
29498,Johathan D. Pond,1,0.0
29500,John     . Snelling,1,0.0
29501,John  Carver,1,0.0
29502,John  Chua,1,6.0
29503,John  D. Nesbitt,1,0.0
29505,John  Doyle,1,0.0
29506,John  Duffy,1,0.0
29507,John  Emsley,1,0.0
29509,John  L. Allen,1,0.0
29511,John  Mariotti,1,7.0
29513,John  Neff,1,4.0
29516,John A Murray,1,0.0
29517,John A Peak,1,8.0
29518,John A.  Haslem,1,7.0
29519,John A.  Tracy,1,7.0
29520,John A. Buehrens,1,9.0
29524,John A. Farrell,1,8.0
29525,John A. Garraty,1,10.0
29499,John,1,0.0
29497,Johannes W. Rohen,1,10.0
29454,Joel Spolsky,1,0.0
29496,Johannes Rademacher,1,5.0
29455,Joel T. Rogers,1,0.0
29458,Joel Vecere,1,0.0
29459,Joel Whitburn,1,6.0
29461,Joel-Peter Witkin,1,7.0
29463,Joelle Sander,1,8.0
29467,Johan Galtung,1,10.0
29468,Johan Goudsblom,1,0.0
29470,Johan Polak,1,0.0
29475,Johann Sebastian Bach,1,0.0
29478,Johanna Angermeyer,1,9.0
29479,Johanna Brownnell,1,0.0
29480,Johanna Burani,1,0.0
29481,Johanna Hailey,1,0.0
29486,Johanna M. Bolton,1,0.0
29491,Johanna Shorter-Eyck,1,0.0
29494,Johannes Itten,1,10.0
29495,Johannes R. Fisslinger,1,5.0
29003,Joan Lindsay,1,0.0
29002,Joan Lewis,1,0.0
29001,Joan Leonard,1,6.0
28538,Jill T. Freeze,1,6.0
28541,Jill Tweedie,1,5.0
28542,Jill Uris,1,0.0
28546,Jillian Burgess,1,0.0
28547,Jillian Grey,1,0.0
28550,Jillian Kearney,1,7.0
28551,Jillian Kearny,1,0.0
28553,Jillian Powell,1,9.0
28554,Jillian Stewart,1,0.0
28557,Jim,1,0.0
28564,Jim Antoniou,1,0.0
28567,Jim Auer,1,0.0
28568,Jim Aylesworth,1,9.0
28569,Jim Aylward,1,5.0
28574,Jim Beckett,1,5.0
28575,Jim Benagh,1,0.0
28578,Jim Berlucchi,1,0.0
28581,Jim Bohannon,1,7.0
28539,Jill Tahourdin,1,0.0
28537,Jill Swedlow,1,0.0
28585,Jim Britt,1,0.0
28530,Jill Savage,1,10.0
28484,Jill Freeman,1,0.0
28486,Jill Griffin,1,0.0
28487,"Jill H., Ph.D. Ellsworth",1,0.0
28488,Jill Haak Adels,1,0.0
28489,Jill Haglund,1,0.0
28491,Jill Hollis,1,0.0
28492,Jill Ireland,1,10.0
28493,Jill Jarnow,1,0.0
28497,Jill Kastner,1,7.0
28501,Jill Leman,1,0.0
28510,Jill Mclean Taylor,1,6.0
28511,Jill Mellick,1,10.0
28521,Jill Phillips,1,6.0
28524,Jill Renich,1,0.0
28525,Jill Rindfuss,1,0.0
28527,Jill Rubalcaba,1,0.0
28529,Jill Safro,1,9.0
28584,Jim Brandenburg,1,10.0
28588,Jim Brunelle,1,0.0
28481,Jill Dyche,1,0.0
28641,Jim Gibbs,1,10.0
28644,Jim Grace,1,0.0
28645,Jim Graham,1,10.0
28646,Jim Greer,1,10.0
28647,Jim Griffith,1,10.0
28649,Jim Gullo,1,7.0
28650,Jim Hancock,1,0.0
28651,Jim Hargrove,1,0.0
28652,Jim Harris,1,0.0
28654,Jim Harter,1,0.0
28657,Jim Heartney,1,0.0
28660,Jim Henderson,1,8.0
28664,Jim Hogshire,1,0.0
28667,Jim Hughes,1,10.0
28672,Jim K. Thomas,1,0.0
28673,Jim Kaplan,1,6.0
28676,Jim Keeling,1,0.0
28678,Jim Kersell,1,10.0
28642,Jim Glendenning,1,7.0
28640,Jim George,1,7.0
28589,Jim Burke,1,10.0
28639,Jim Gasperini,1,0.0
28590,Jim Burns,1,0.0
28593,Jim Camp,1,0.0
28596,Jim Case,1,0.0
28600,Jim Cirni,1,0.0
28603,Jim Corbett,1,9.0
28604,Jim Cornfield,1,0.0
28607,Jim Crain,1,0.0
28608,Jim Cullen,1,0.0
28609,Jim Curtin,1,0.0
28611,Jim Dale Vickery,1,0.0
28614,Jim Dawson,1,10.0
28615,Jim Debrosse,1,6.0
28618,Jim Dent,1,10.0
28625,Jim Dugger,1,0.0
28631,Jim Estes,1,7.0
28632,Jim Fay,1,0.0
28636,Jim Flynn,1,0.0
28483,Jill Fredston,1,9.0
28479,Jill Dubin,1,9.0
29000,Joan Lee Faust,1,0.0
28323,Jess Bravin,1,0.0
28335,Jesse A Stoff,1,0.0
28336,Jesse A. Stoff,1,0.0
28337,Jesse Browner,1,0.0
28338,Jesse Dilson,1,0.0
28339,Jesse Dukore,1,0.0
28341,Jesse Feiler,1,0.0
28343,Jesse Harris,1,0.0
28345,Jesse Kornbluth,1,0.0
28349,Jesse M. Torres,1,9.0
28351,Jesse Mccann,1,0.0
28353,Jesse S. Ostrow,1,0.0
28355,Jesse Slattery,1,6.0
28360,Jesse Z. Cool,1,6.0
28361,Jessica  Jahiel,1,0.0
28375,Jessica Davidson,1,6.0
28377,Jessica Doyle,1,0.0
28384,Jessica Howell,1,0.0
28328,Jess Mccreede,1,0.0
28320,Jesica Salmonson,1,0.0
28392,Jessica Maxwell,1,0.0
28319,Jeshajahu Weinberg,1,10.0
28291,Jerry Segal,1,0.0
28293,Jerry Silverman,1,10.0
28296,Jerry Sohl,1,0.0
28300,Jerry Tiritilli,1,5.0
28301,Jerry Traunfeld,1,9.0
28302,"Jerry V., Pickering",1,7.0
28303,Jerry Valfer,1,9.0
28304,Jerry Van Amerongen,1,3.0
28305,Jerry W. Brown,1,0.0
28306,Jerry W. Koehler,1,8.0
28307,Jerry Walters,1,10.0
28308,Jerry Washington Ward,1,0.0
28310,Jerry Willis,1,0.0
28311,Jerry Wisinski,1,0.0
28312,Jerry Wyckoff,1,8.0
28313,Jerry Young,1,0.0
28314,Jerusha Hull Mccormack,1,7.0
28387,Jessica M. Macmurray,1,0.0
28395,Jessica Palmer,1,10.0
28478,Jill Downie,1,0.0
28434,Jetsun Pema,1,8.0
28443,Jews,1,0.0
28445,Jhan Robbins,1,0.0
28449,Jia Pingwa,1,7.0
28451,Jiho Sargent,1,7.0
28452,Jill  Swedlow,1,8.0
28454,Jill A. Fredston,1,0.0
28455,Jill A. Montry,1,3.0
28456,Jill A. Rinner,1,8.0
28458,Jill Bailey,1,10.0
28459,Jill Baker,1,9.0
28460,Jill Barber,1,10.0
28465,Jill Blake,1,0.0
28467,Jill Bloom Mooradian,1,0.0
28468,Jill Briscoe,1,0.0
28470,Jill Canfield,1,0.0
28471,Jill Carter,1,7.0
28475,Jill Conway,1,7.0
28442,Jewish Theological Seminary Of America. Jewish Museum.,1,0.0
28433,Jethro Koller Lieberman,1,0.0
28396,Jessica Reisman,1,8.0
28430,Jesus Gaban,1,0.0
28397,Jessica Rydill,1,9.0
28398,Jessica S. Andersen,1,8.0
28402,Jessica Simpson,1,6.0
28405,Jessica St. James,1,0.0
28408,Jessica Stewart,1,0.0
28410,Jessica Strand,1,6.0
28411,Jessica Teich,1,0.0
28412,Jessica Vitkus,1,0.0
28413,Jessica Wilber,1,0.0
28415,"Jessica, Hon., Mitford",1,0.0
28416,Jessie Carney Smith,1,0.0
28418,Jessie Horsting,1,0.0
28420,Jessie Laidlay Weston,1,9.0
28421,Jessie Lattimore,1,0.0
28423,Jessie Penn-Lewis,1,0.0
28425,Jessie Redding Hull,1,0.0
28426,Jessie Redmon Fauset,1,0.0
28679,Jim Kesey,1,0.0
28685,Jim Kraus,1,0.0
28686,Jim L. Lundy,1,0.0
28885,Jo-Anne Richards,1,0.0
28887,Joa Bolendas,1,8.0
28888,Joachim C Fest,1,0.0
28889,Joachim C. Fest,1,0.0
28890,Joachim E. Berendt,1,0.0
28891,Joachim Ernest Berendt,1,0.0
28892,Joachim Mayer,1,7.0
28893,Joachim Volhard,1,7.0
28894,Joachim-Ernst Berendt,1,10.0
28895,Joan  D'Amico,1,0.0
28897,Joan Abelove,1,0.0
28898,Joan Aho Ryan,1,5.0
28900,Joan And Clay Blair,1,0.0
28902,Joan Ashton,1,0.0
28903,Joan Avery,1,8.0
28904,Joan B. Macdonald,1,0.0
28906,Joan Balser,1,0.0
28912,Joan Berger,1,10.0
28886,Jo-Ellan Dimitrius,1,0.0
28882,Jo Williams,1,0.0
28919,Joan Bumann,1,10.0
28877,Jo Sinclair,1,0.0
28841,Jo Berry,1,10.0
28844,Jo Carr,1,0.0
28845,Jo Carson,1,9.0
28847,Jo Cobb,1,0.0
28851,Jo Ellen Moore,1,0.0
28853,Jo Franklin,1,0.0
28854,Jo Gibson,1,0.0
28858,Jo Hart,1,6.0
28860,Jo Hurley,1,0.0
28862,Jo Ippolito. Christensen,1,0.0
28863,Jo Jeffers,1,10.0
28866,Jo Loeb,1,0.0
28868,Jo Moody,1,0.0
28869,Jo Packham,1,9.0
28872,Jo Robbins,1,5.0
28874,Jo S. Kittinger,1,0.0
28876,Jo Sharp,1,0.0
28917,Joan Buchanan,1,0.0
28920,Joan C. Cruz,1,0.0
28687,Jim Ladd,1,0.0
28962,Joan Garrison,1,0.0
28965,Joan Graham Brooks,1,0.0
28966,Joan Hake Robie,1,6.0
28967,Joan Hanson,1,7.0
28969,Joan Heilbroner,1,0.0
28970,Joan Hemingway,1,6.0
28972,Joan Hewett,1,6.0
28974,Joan Hinz,1,8.0
28975,Joan Hodgson,1,10.0
28981,Joan Horbiak,1,0.0
28983,Joan Irvine,1,0.0
28984,Joan J. Domning,1,0.0
28985,Joan J. Donning,1,0.0
28987,Joan Jara,1,0.0
28989,Joan Jonker,1,0.0
28994,Joan Knight,1,0.0
28996,Joan Lancaster,1,0.0
28999,Joan Lea,1,0.0
28964,Joan Goldstein,1,0.0
28961,Joan G. Robinson,1,0.0
28922,Joan C. Taylor,1,0.0
28960,Joan G. Kotker,1,0.0
28923,Joan C. Verniero,1,7.0
28924,Joan Carey,1,0.0
28925,Joan Carroll Cruz,1,0.0
28929,Joan Clarke,1,9.0
28930,Joan Claypool Miner,1,0.0
28932,Joan Comay,1,0.0
28933,Joan Cotrancescoa,1,7.0
28934,Joan Cox,1,7.0
28936,Joan D Johnson,1,0.0
28937,Joan D. Chittister,1,0.0
28941,Joan Davenport Carris,1,6.0
28946,Joan E. Childs,1,0.0
28947,Joan E. Ericson,1,6.0
28955,Joan Elliott-Pickard,1,0.0
28956,Joan Embery,1,0.0
28957,Joan Erskine Denman,1,0.0
28959,Joan G. Creager,1,6.0
28838,Jo Anne Ray,1,0.0
28837,Jo Anna Isaak,1,0.0
28834,Jo Ann Shirley,1,0.0
28728,Jim Petersen,1,0.0
28730,Jim Phillips,1,0.0
28731,Jim Posewitz,1,0.0
28733,Jim Proimos,1,8.0
28735,Jim R. Lane,1,0.0
28736,Jim R. Woolard,1,0.0
28737,Jim Rawls,1,6.0
28739,Jim Rearden,1,10.0
28740,Jim Rogers,1,0.0
28741,Jim Ross,1,10.0
28742,Jim Ryun,1,0.0
28743,Jim Sagel,1,10.0
28744,Jim Savage,1,0.0
28745,Jim Schafer,1,8.0
28746,Jim Schnabel,1,0.0
28751,Jim Squires,1,8.0
28752,Jim Stacey,1,7.0
28759,Jim Sullivan,1,0.0
28729,Jim Peterson,1,0.0
28725,Jim Overholt,1,9.0
28833,Jo Ann Martin,1,10.0
28723,Jim Oliver,1,0.0
28689,Jim Leeke,1,8.0
28692,Jim Lilliefors,1,5.0
28693,Jim Littlefield,1,0.0
28694,Jim Loehr,1,0.0
28695,Jim Long,1,8.0
28697,Jim M'Guinness,1,8.0
28698,Jim Mangus,1,10.0
28701,Jim Mckenzie,1,9.0
28702,Jim Mclaurin,1,0.0
28703,Jim Mclean,1,0.0
28705,Jim Meddick,1,0.0
28708,Jim Mock,1,0.0
28709,Jim Moore,1,0.0
28712,Jim Mortimore,1,0.0
28713,Jim Morton,1,8.0
28720,Jim Nelson Black,1,0.0
28721,Jim Noles,1,7.0
28764,Jim Thorsell,1,0.0
28765,Jim Tolpin,1,10.0
28766,Jim Toomey,1,10.0
28768,Jim Trudeau,1,0.0
28801,Jimmy Fallon,1,10.0
28803,Jimmy Guterman,1,8.0
28804,Jimmy Hawkins,1,10.0
28805,Jimmy Houston,1,8.0
28808,Jimmy Neil Smith,1,0.0
28809,Jimmy Sangster,1,0.0
28812,Jimmy Swaggart,1,6.0
28814,Jimâ?Â?Â?Â? Razzi,1,0.0
28816,Jina Delton,1,0.0
28819,Jinny  Beyer,1,8.0
28820,Jinny Ditzler,1,8.0
28821,Jiri Weil,1,0.0
28823,Jiro Taniguchi,1,7.0
28824,Jl International,1,0.0
28826,Jo A. Simon,1,0.0
28829,Jo Ann Asher Thompson,1,0.0
28832,Jo Ann Koltyk,1,0.0
28800,Jimmy Evans,1,0.0
28795,Jimmy A. Lerner,1,7.0
28794,Jimmie Holland,1,7.0
28781,Jim Wharton,1,8.0
28771,Jim Underwood,1,9.0
28774,Jim Valvano,1,0.0
28775,Jim Walker,1,0.0
28777,Jim Wallis,1,0.0
28778,Jim Warda,1,0.0
28779,Jim Weidmann,1,6.0
28780,Jim West,1,0.0
28782,Jim Whittaker,1,9.0
28792,"Jim, Dr. Dreaver",1,0.0
28783,Jim Wight,1,0.0
28786,Jim Wood,1,9.0
28787,Jim Woodring,1,0.0
28788,Jim Wynorski,1,0.0
28789,Jim Yong Kim,1,0.0
28790,Jim Young,1,0.0
28791,Jim Zuckerman,1,0.0
29688,John Burke,1,8.0
29693,John Butterfield,1,0.0
28286,Jerry S Rosenbloom,1,0.0
30487,John N. Gardner,1,0.0
30491,John Nahmlos,1,0.0
30494,John Naughton,1,5.0
30495,John Nephew,1,5.0
30497,John Newport,1,5.0
30498,John Newton,1,7.0
30501,John Nieder,1,0.0
30504,John Noe,1,7.0
30506,John Novak,1,7.0
30512,John O'Grady,1,0.0
30515,John O'Rourke,1,0.0
30516,John O. C Mccrillis,1,0.0
30517,John O. Cartier,1,10.0
30518,John O. Fussell,1,9.0
30519,John O. Norquist,1,0.0
30520,John Odam,1,0.0
30521,John Of The Cross,1,0.0
30522,John Okada,1,8.0
30488,John N. Leonard,1,0.0
30485,John Myer,1,0.0
30524,John Oliver Killens,1,0.0
30484,John Muster,1,0.0
30451,John Mcwhorter,1,0.0
30452,John Meade Falkner,1,0.0
30454,John Melville Bishop,1,10.0
30455,John Merwin,1,0.0
30457,John Midgley,1,10.0
30459,John Millen,1,0.0
30463,John Milton Fogg,1,0.0
30466,John Misak,1,9.0
30467,John Misha Petkevich,1,0.0
30468,John Mitchell,1,8.0
30470,John Moore,1,9.0
30471,John Mordechai Gottman,1,0.0
30472,John Mordock,1,0.0
30475,"John Morris, Roberts",1,0.0
30477,John Mosier,1,9.0
30478,John Mueller,1,7.0
30481,John Mullin,1,8.0
30523,John Oliver Jones,1,0.0
30526,John Orozco,1,0.0
30446,John Mcneill,1,0.0
30572,John Philip Cohane,1,0.0
30574,John Philip O'Neill,1,10.0
30578,John Pielmeier,1,9.0
30579,John Pike,1,10.0
30580,John Pile,1,10.0
30581,John Pimlott,1,5.0
30583,John Pinkney,1,0.0
30584,John Pinsent,1,0.0
30588,John Podhoretz,1,7.0
30589,John Polidori,1,0.0
30593,John Portmann,1,0.0
30595,John Powers,1,8.0
30599,John Putnam Demos,1,0.0
30600,John Pynchon Holms,1,0.0
30603,John R Mcmurphy,1,0.0
30604,John R.  Levine,1,6.0
30605,John R.  Schermerhorn,1,0.0
30606,John R. Boatright,1,0.0
30573,John Philip Colletta,1,8.0
30565,John Perazzo,1,10.0
30528,John Osander,1,8.0
30556,John Paxton,1,9.0
30530,John P Jewell,1,0.0
30531,John P. Beilenson,1,5.0
30532,John P. Eaton,1,0.0
30533,John P. Freeman,1,10.0
30534,John P. Harrington,1,0.0
30535,John P. Hayes,1,0.0
30536,John P. J. Pinel,1,9.0
30537,John P. Kotter,1,0.0
30540,John P. Mccarthy,1,0.0
30542,John P. Mcmanus,1,0.0
30543,John P. Splinter,1,7.0
30544,"John Page, Jr. Williams",1,10.0
30546,John Pascucci,1,0.0
30548,John Patience,1,0.0
30552,John Paul Barrett,1,0.0
30553,John Paul Jackson,1,0.0
30554,John Pawlikowski,1,0.0
30450,John Mcquiston Ii,1,0.0
30445,John Mcneil,1,0.0
30608,John R. Crawford,1,0.0
30339,John Losee,1,0.0
30344,John Luciew,1,10.0
30349,John Lust,1,8.0
30352,John Lynch,1,8.0
30353,John M Ziman,1,0.0
30355,John M. Buchanan,1,0.0
30356,John M. Chernoff,1,7.0
30357,John M. Dalton,1,0.0
30359,John M. Drescher,1,8.0
30362,John M. Huels,1,10.0
30363,John M. Ivancevich,1,0.0
30364,John M. Ketteringham,1,0.0
30365,John M. Koller,1,0.0
30366,John M. Lannon,1,0.0
30367,John M. Mora,1,0.0
30368,John M. Nevison,1,0.0
30369,John M. Oldham,1,0.0
30370,John M. Perkins,1,0.0
30340,John Loughery,1,0.0
30338,John Lord,1,7.0
30372,John M. Porter,1,7.0
30336,John Lolfe,1,0.0
30296,John Labriola,1,10.0
30297,John Lachs,1,0.0
30301,John Langdon,1,0.0
30303,John Laurence,1,8.0
30304,John Laurence Robinson,1,0.0
30307,John Lawson,1,0.0
30312,John Leax,1,0.0
30315,John Lee Baughman,1,7.0
30316,John Leekley,1,0.0
30324,John Levert,1,0.0
30326,John Lewis,1,0.0
30327,John Lewis-Stempel,1,0.0
30328,John Lidzey,1,10.0
30330,John Lithgow,1,0.0
30331,John Lobell,1,0.0
30333,John Lockley,1,0.0
30334,John Loengard,1,0.0
30371,John M. Picker,1,0.0
30373,John M. Shanahan,1,9.0
30444,John Mcnamara,1,0.0
30408,John Marriott,1,0.0
30413,John Masefield,1,0.0
30418,John Maxwell Hamilton,1,0.0
30419,John May,1,0.0
30422,John Mccarry,1,0.0
30425,John Mccormick,1,0.0
30427,John Mcdougall,1,0.0
30428,John Mcelroy,1,7.0
30430,John Mcevoy,1,9.0
30432,John Mcgeehan,1,0.0
30433,John Mcgervey,1,0.0
30434,John Mcgrath,1,0.0
30435,John Mcilwain,1,8.0
30437,John Mclaughlin,1,0.0
30438,John Mcleod,1,0.0
30439,John Mcloughlin,1,0.0
30440,John Mcmanners,1,0.0
30441,John Mcmillan,1,0.0
30412,John Martineau,1,0.0
30407,John Marks Templeton,1,0.0
30374,John M. Spafford,1,10.0
30405,John Mark Cunningham,1,0.0
