,Decade-Of-Publication,Book-Rating
567639,1990,7
567641,2000,10
567646,1990,9
567649,1990,6
567655,2000,8
567659,2000,10
567661,2000,10
567662,1970,10
567663,2000,8
567664,1980,8
567669,1990,5
567671,2000,9
567672,2000,10
567676,1990,7
567684,1990,10
567685,2000,8
567686,1990,10
567687,1990,10
567688,1990,10
567693,2000,5
567696,2000,7
567697,2000,3
567698,2000,10
567699,2000,9
567700,2000,8
567704,2000,9
567705,2000,4
567707,2000,6
567723,1990,10
567724,1990,5
567725,1990,6
567727,1990,5
567729,1980,7
567734,1990,9
567736,1990,7
567739,1990,4
567740,1990,7
567750,1990,9
567752,1990,8
567756,1990,5
567759,2000,9
567760,2000,7
567768,1990,8
567769,2000,8
567773,2000,9
567780,2000,10
567787,1990,8
567788,1990,7
567789,2000,9
567791,1990,10
567795,1990,9
567799,1990,10
567801,2000,10
567805,2000,6
567808,2000,7
567817,2000,8
567818,2000,5
567820,2000,7
567825,2000,6
567829,2000,10
567831,2000,10
567833,2000,8
567840,1990,10
567841,1990,9
567844,1990,8
567846,2000,8
567847,2000,7
567849,2000,8
567850,2000,5
567854,1990,7
567855,1990,8
567859,2000,10
567861,2000,6
567862,1990,7
567864,1990,9
567865,1990,10
567869,1990,7
567872,2000,9
567875,2000,9
567876,1970,6
567879,2000,7
567880,2000,5
567882,1990,9
567892,2000,7
567896,1990,8
567909,2000,5
567912,1990,5
567915,1990,7
567916,1990,10
567917,1990,6
567918,1990,8
567919,1990,8
567928,1980,8
567933,1990,6
567935,1990,9
567937,1990,10
567938,1990,8
567950,2000,10
567951,2000,8
567954,2000,8
567957,1980,10
567961,1990,10
567981,1980,7
568006,1980,8
568008,2000,10
568009,2000,8
568012,2000,7
568013,2000,10
568021,2000,6
568024,2000,7
568030,1990,10
568031,1990,10
568038,2000,10
568041,1990,10
568047,1980,9
568058,2000,10
568059,2000,10
568061,1990,10
568064,2000,10
568066,1980,4
568069,1990,10
568070,1990,6
568075,2000,8
568076,2000,7
568077,2000,9
568079,1990,8
568094,1990,7
568096,1980,5
568097,1970,8
568104,1980,8
568105,1980,5
568108,2000,7
568110,2000,3
568116,2000,8
568118,2000,9
568127,1990,10
568130,1980,8
568149,1990,5
568151,1980,5
568153,1980,8
568154,1990,5
568155,1980,5
568156,1980,10
568157,1980,8
568158,1980,9
568161,1980,5
568166,1980,5
568168,2000,6
568172,2000,7
568173,1990,6
568175,1980,8
568181,1990,6
568183,2000,10
568187,2000,7
568192,2000,4
568193,2000,8
568194,2000,10
568197,2000,8
568216,1990,10
568217,1990,7
568223,1990,10
568224,1990,8
568225,1990,5
568228,1990,10
568229,1990,5
568231,1990,7
568234,1980,10
568236,1990,10
568237,1990,8
568245,2000,8
568251,2000,9
568259,1980,8
568263,2000,7
568271,1980,5
568275,1990,8
568286,1990,5
568288,2000,9
568302,1990,8
568309,1990,8
568310,1990,7
568314,1990,8
568316,1990,9
568319,1990,10
568320,1990,10
568322,1990,10
568326,1990,5
568329,1990,5
568336,1990,8
568338,1990,8
568343,1990,9
568345,1990,10
568346,1990,6
568354,1990,8
568363,1980,9
568369,1980,7
568373,1990,2
568377,2000,5
568380,2000,10
568399,2000,10
568408,1990,4
568412,1990,8
568416,2000,10
568418,1990,7
568424,1980,7
568427,1980,7
568435,1990,7
568440,2000,7
568446,1990,8
568448,1990,8
568450,1990,5
568452,1980,7
568454,1990,7
568456,1990,8
568458,1990,8
568459,1990,8
568468,1990,4
568476,1990,8
568478,1990,8
568480,1980,8
568481,1990,8
568487,1990,5
568490,1990,8
568497,1990,6
568498,1990,8
568499,1990,10
568500,1990,6
568508,2000,7
568511,2000,3
568514,2000,8
568515,2000,6
568519,2000,9
568527,1920,7
568537,2000,10
568539,1990,7
568547,1990,10
568550,1990,9
568555,1990,7
568557,2000,8
568558,2000,8
568561,1990,9
568571,1980,8
568578,1990,10
568579,1990,8
568591,1990,9
568593,1990,8
568600,1980,6
568604,1980,8
568605,1980,10
568608,2000,5
568615,1990,3
568616,1980,6
568617,1990,5
568618,1990,6
568621,1970,8
568622,1990,6
568623,1990,9
568624,1990,10
568625,1990,10
568626,1990,10
568627,1990,3
568628,2000,9
568629,1990,7
568631,1990,8
568633,1990,10
568638,1980,5
568642,1990,8
568645,1990,8
568647,1990,8
568649,1990,8
568652,1990,8
568653,1990,8
568656,1980,9
568657,1980,10
568658,1980,8
568659,1980,10
568660,1980,9
568669,1970,10
568674,1990,7
568678,1990,9
568679,1990,8
568682,2000,5
568692,1970,9
568698,1970,10
568702,1990,10
568705,1990,9
568713,1990,10
568714,1990,10
568716,1990,10
568717,1990,7
568718,1990,6
568720,1990,10
568721,1990,8
568723,2000,7
568725,2000,5
568731,1990,7
568733,1990,9
568737,1990,10
568740,1980,7
568744,2000,5
568745,2000,7
568746,1990,9
568750,1980,8
568754,2000,5
568760,1980,3
568767,1990,3
568768,2000,6
568769,1990,7
568770,1990,9
568773,2000,9
568778,2000,7
568780,1990,10
568783,1990,6
568784,1990,8
568787,2000,8
568790,2000,3
568807,2000,8
568815,2000,8
568819,1990,10
568823,1990,7
568826,2000,8
568847,2000,7
568848,2000,6
568857,1960,8
568859,1960,8
568863,1990,5
568879,1990,6
568885,2000,6
568889,1990,7
568890,1990,5
568891,1990,7
568902,1990,10
568904,1990,10
568905,1990,10
568914,1990,9
568935,2000,10
568937,1990,8
568939,1990,8
568940,1990,7
568944,1990,10
568947,1990,9
568948,1990,10
568951,1990,7
568953,1990,7
568954,1970,10
568956,1980,10
568959,1980,9
568961,1980,9
568966,1990,10
568984,1990,10
568985,2000,8
568986,2000,8
568987,2000,9
568989,2000,5
568990,2000,6
568991,2000,6
569020,1990,8
569029,1990,7
569030,1990,8
569031,1990,7
569033,1990,8
569039,1990,10
569040,1990,10
569042,1990,9
569044,2000,10
569045,2000,8
569046,1970,7
569047,1990,7
569050,1990,7
569052,2000,6
569054,2000,10
569057,1990,8
569063,1980,9
569067,1990,2
569074,1990,10
569076,1990,8
569078,2000,10
569080,2000,5
569082,2000,5
569095,1990,9
569104,1990,9
569107,2000,10
569115,2000,5
569122,2000,10
569123,2000,8
569127,1990,6
569134,1990,6
569135,1990,6
569138,1980,8
569141,1990,6
569142,1990,8
569146,2000,9
569148,2000,10
569164,1990,9
569165,1990,6
569169,1980,10
569170,1980,7
569171,1980,7
569173,1980,8
569177,1980,9
569185,2000,7
569192,1990,8
569193,2000,9
569205,1990,3
569253,1980,4
569256,2000,9
569257,2000,5
569258,2000,8
569259,1990,8
569266,1990,10
569267,1990,7
569268,1990,8
569270,1990,10
569272,2000,9
569274,2000,7
569275,2000,10
569276,2000,8
569277,2000,9
569283,1990,9
569284,1990,7
569287,1990,10
569288,1990,10
569291,2000,9
569296,2000,10
569301,1990,10
569302,1990,7
569304,1990,7
569305,1980,9
569333,2000,8
569337,2000,7
569347,1980,8
569351,1990,8
569353,1990,8
569357,2000,10
569364,2000,8
569375,2000,9
569390,1990,7
569398,1990,5
569399,1990,6
569401,1990,9
569410,1980,10
569411,1980,6
569415,2000,10
569425,2000,7
569428,2000,7
569429,2000,10
569430,2000,10
569431,2000,8
569433,1990,5
569434,1970,8
569436,2000,8
569438,1990,3
569443,1990,8
569445,1990,8
569451,1980,8
569453,1990,7
569456,1990,8
569457,1970,8
569473,1990,10
569481,1950,5
569485,1990,9
569495,1990,5
569496,1990,10
569500,2000,4
569508,1960,9
569513,1990,8
569515,1990,8
569520,1980,10
569521,1980,9
569524,1980,8
569525,1980,10
569526,1990,8
569529,1970,10
569534,1990,8
569538,1990,6
569539,1990,9
569541,2000,9
569545,1980,8
569546,1970,8
569547,1980,9
569548,1980,8
569550,1970,8
569551,1980,8
569554,1980,8
569555,1990,8
569556,1970,8
569557,1990,8
569558,1990,9
569559,1980,8
569560,1990,9
569562,1990,8
569569,2000,9
569571,2000,6
569574,2000,7
569576,2000,7
569578,1990,10
569581,1990,5
569582,1990,5
569583,1990,5
569588,1990,9
569593,2000,10
569594,2000,8
569596,2000,7
569598,2000,7
569599,2000,7
569601,2000,6
569602,2000,7
569605,2000,8
569607,1990,7
569610,1990,5
569611,1990,9
569612,1990,9
569624,1990,5
569626,1990,8
569628,1990,10
569629,1990,6
569631,1990,10
569636,1990,8
569640,1990,9
569643,1980,10
569650,1990,8
569657,1990,7
569662,1990,4
569669,1980,9
569681,1980,9
569687,1990,5
569693,2000,8
569700,1980,10
569702,2000,10
569704,1990,10
569705,1990,7
569708,1990,10
569709,1990,10
569710,1990,8
569712,1990,10
569714,1990,9
569720,2000,1
569728,1980,7
569729,1980,8
569733,2000,9
569734,2000,10
569735,2000,8
569736,1990,7
569737,2000,6
569738,2000,10
569740,2000,5
569744,1990,9
569747,2000,8
569755,1990,5
569756,1990,7
569757,1990,7
569761,1990,10
569763,2000,9
569765,1990,9
569770,2000,7
569773,2000,8
569775,1970,3
569776,1970,10
569778,1990,9
569780,1990,10
569782,2000,10
569783,2000,10
569784,2000,8
569791,2000,8
569792,2000,7
569794,1990,10
569795,1990,9
569799,1990,9
569800,1990,10
569801,2000,8
569802,2000,9
569804,2000,9
569806,2000,9
569823,1990,6
569827,2000,7
569829,1990,4
569854,1990,10
569863,1990,7
569866,1990,6
569873,2000,8
569875,1980,9
569877,1980,5
569887,1990,7
569893,1980,6
569901,2000,10
569905,2000,8
569909,1970,10
569910,1970,8
569917,1990,8
569918,1990,5
569922,1990,7
569924,2000,9
569927,1990,10
569930,2000,8
569931,1990,9
569932,2000,8
569936,1990,8
569938,1990,10
569940,1990,7
569941,1990,9
569942,1990,9
569947,1980,8
569951,1990,8
569952,1970,10
569953,1980,10
569956,1980,10
569957,1990,6
569958,1990,10
569959,1990,10
569961,1990,10
569962,1990,10
569963,1990,10
569965,1990,8
569967,1990,7
569969,2000,9
569978,1990,6
569980,1990,10
569981,1990,5
569982,1990,4
569984,1980,8
569985,1990,10
569987,1990,10
569989,1990,10
569990,1990,10
569991,1990,8
569993,1990,10
570006,1990,9
570011,1990,6
570013,1990,9
570014,2000,9
570019,2000,9
570021,2000,9
570023,1990,9
570024,2000,9
570027,2000,10
570031,2000,7
570032,2000,8
570033,1990,9
570038,2000,9
570046,1990,8
570048,2000,10
570049,2000,8
570052,2000,10
570053,2000,9
570054,1990,10
570055,2000,10
570057,2000,8
570059,2000,7
570060,2000,10
570061,1990,10
570062,1980,9
570063,2000,8
570065,2000,6
570074,1990,10
570078,1990,10
570080,1990,10
570089,2000,6
570109,2000,8
570121,2000,10
570123,2000,7
570130,2000,9
570134,2000,7
570144,1990,7
570160,1990,9
570171,2000,5
570173,2000,9
570180,1990,8
570198,2000,10
570204,2000,8
570206,1990,9
570212,2000,10
570214,2000,8
570218,2000,8
570219,2000,6
570229,2000,10
570232,2000,9
570235,2000,10
570236,2000,10
570247,2000,6
570253,1990,7
570258,1990,5
570261,1990,6
570269,2000,10
570271,2000,10
570272,2000,7
570274,2000,5
570275,2000,6
570277,2000,8
570278,2000,6
570289,1990,7
570294,1990,6
570299,1990,4
570303,1990,5
570304,1990,5
570321,2000,10
570326,2000,9
570330,2000,9
570334,1980,7
570337,1990,10
570338,1990,10
570339,1990,10
570340,1990,10
570341,1990,8
570371,1990,8
570378,2000,9
570379,2000,9
570381,2000,7
570388,2000,10
570395,2000,7
570406,1990,7
570409,2000,10
570413,2000,8
570416,2000,7
570418,2000,8
570424,2000,10
570426,2000,9
570434,2000,8
570436,2000,9
570439,2000,8
570443,2000,10
570447,2000,10
570449,2000,8
570458,2000,6
570459,2000,6
570464,2000,9
570469,2000,8
570470,2000,8
570471,2000,8
570472,2000,8
570473,2000,10
570475,2000,8
570478,2000,6
570481,2000,8
570482,2000,7
570488,2000,4
570497,2000,9
570498,2000,8
570511,1990,6
570513,1990,4
570529,2000,8
570530,2000,7
570547,1980,3
570570,2000,7
570573,2000,7
570602,2000,8
570609,2000,8
570613,2000,10
570636,1990,9
570641,1990,9
570645,1990,8
570656,1990,10
570657,1990,9
570658,1990,7
570662,1990,8
570680,2000,9
570691,1990,7
570697,2000,9
570701,2000,8
570707,1990,4
570708,1990,5
570716,1990,4
570730,1990,8
570735,1990,6
570740,1990,8
570749,2000,9
570751,2000,2
570752,2000,8
570755,2000,9
570760,2000,3
570763,2000,10
570774,1990,8
570783,2000,10
570784,2000,7
570786,2000,9
570789,2000,10
570794,1990,6
570795,1990,5
570799,2000,9
570803,2000,10
570807,2000,10
570816,2000,8
570829,2000,9
570835,1990,6
570845,2000,7
570860,2000,5
570883,2000,10
570885,2000,10
570887,2000,10
570905,1990,6
570929,2000,9
570932,2000,7
570947,2000,7
570950,2000,7
570958,1990,8
570961,1990,10
570978,1990,10
570982,1990,7
570988,1990,6
570992,1990,8
571001,2000,9
571004,2000,10
571010,2000,7
571015,1990,10
571019,1990,8
571020,1990,9
571021,1990,7
571023,1990,10
571028,2000,10
571033,2000,4
571038,2000,10
571041,2000,8
571043,2000,10
571045,2000,9
571049,2000,9
571052,2000,5
571067,2000,9
571081,2000,8
571083,2000,10
571090,2000,8
571092,2000,3
571094,2000,10
571101,2000,8
571103,2000,9
571106,2000,9
571108,2000,7
571111,2000,5
571116,2000,10
571119,2000,10
571121,2000,8
571123,2000,5
571133,2000,7
571136,2000,10
571140,2000,9
571144,2000,8
571154,2000,8
571161,2000,6
571171,2000,4
571175,1990,5
571182,2000,7
571206,2000,10
571210,2000,4
571211,2000,10
571212,2000,7
571215,2000,8
571217,2000,5
571232,2000,9
571235,2000,9
571242,2000,8
571246,2000,10
571251,2000,8
571266,2000,7
571267,2000,10
571270,2000,8
571292,2000,9
571299,2000,9
571315,2000,8
571325,1990,7
571330,2000,7
571336,1990,6
571345,2000,10
571347,2000,7
571367,2000,6
571369,2000,10
571377,2000,10
571380,2000,10
571384,1990,10
571388,1990,10
571389,1990,9
571392,1990,10
571393,1990,10
571395,1990,10
571396,1990,10
571398,1990,10
571402,1990,9
571417,1990,8
571431,2000,6
571435,2000,7
571444,2000,7
571457,2000,10
571462,2000,1
571472,2000,7
571485,1990,5
571503,1990,5
571506,2000,8
571526,2000,8
571534,2000,2
571539,2000,7
571548,2000,8
571549,2000,8
571563,1990,10
571569,1990,10
571571,1990,9
571573,1990,7
571576,1990,7
571581,1990,10
571586,1990,10
571593,2000,9
571594,2000,9
571595,2000,8
571598,2000,8
571600,2000,7
571614,2000,10
571616,2000,9
571620,2000,7
571624,2000,8
571626,2000,9
571628,2000,10
571629,2000,8
571633,2000,8
571634,2000,7
571635,2000,7
571636,2000,8
571643,2000,9
571645,2000,8
571648,1980,8
571655,1990,7
571656,1990,9
571657,1990,10
571663,1990,6
571665,1980,7
571666,1990,8
571667,1990,8
571668,1990,8
571669,1990,7
571670,2000,6
571671,1990,6
571672,1990,8
571675,1980,5
571680,1980,6
571683,2000,7
571687,1990,10
571690,2000,8
571691,2000,8
571696,1970,9
571704,1980,5
571724,1990,8
571733,2000,8
571734,2000,5
571737,1990,5
571744,1990,6
571745,1990,7
571747,1980,5
571754,1990,6
571760,1990,9
571762,1990,5
571766,1990,5
571767,1990,8
571771,1990,6
571772,1990,7
571773,1990,10
571774,1990,1
571779,1990,7
571786,1990,3
571792,1980,3
571796,1990,3
571797,1990,8
571802,1990,7
571806,1990,5
571814,1990,6
571815,1990,4
571819,1990,5
571823,1990,7
571829,1980,10
571831,1980,5
571836,1990,10
571840,1990,8
571862,2000,3
571867,1990,6
571869,1990,6
571870,1990,8
571879,2000,3
571881,2000,6
571885,2000,8
571888,2000,8
571889,2000,9
571890,2000,9
571891,2000,8
571892,2000,9
571893,2000,9
571898,1990,8
571906,1990,8
571907,1990,6
571908,1990,10
571921,1990,6
571930,1990,10
571934,1990,5
571940,1990,10
571942,1990,10
571953,2000,8
571958,1980,7
571965,1990,7
571990,1990,10
571993,2000,8
571995,2000,6
572001,2000,9
572002,2000,10
572009,1990,9
572012,2000,4
572014,1990,7
572018,1980,6
572020,1980,9
572023,1980,8
572029,1980,7
572031,1980,6
572032,1980,9
572036,2000,9
572043,2000,7
572044,1990,5
572047,1990,7
572050,1990,7
572056,1990,9
572057,1990,10
572058,1990,9
572060,1990,5
572065,2000,7
572066,1990,7
572074,1990,8
572075,1990,8
572079,1990,7
572086,2000,9
572088,2000,8
572091,2000,8
572093,2000,7
572095,2000,8
572097,1990,7
572099,1990,8
572105,1990,10
572108,1990,10
572110,1990,8
572112,1990,6
572113,1990,8
572127,1980,8
572146,1990,7
572152,1990,8
572154,1990,10
572155,1980,8
572156,1990,7
572157,1980,5
572158,1990,5
572160,1980,7
572165,1990,5
572167,1990,8
572168,1990,8
572173,1990,5
572174,1990,6
572178,1990,6
572179,2000,5
572180,2000,5
572183,2000,9
572184,1990,6
572190,2000,7
572191,2000,8
572198,1970,10
572211,1980,8
572214,1990,7
572216,1990,7
572219,2000,6
572223,1990,6
572224,1990,5
572226,1990,10
572236,1990,7
572237,1990,7
572251,2000,8
572252,2000,1
572254,2000,7
572255,2000,8
572256,2000,4
572259,1990,9
572260,2000,6
572263,2000,9
572264,2000,5
572266,2000,10
572270,1990,7
572272,1990,10
572273,1990,10
572275,1990,8
572277,1980,8
572278,1990,5
572280,1980,7
572282,2000,8
572284,2000,7
572290,2000,8
572298,1980,5
572300,1980,7
572302,1980,10
572304,1970,10
572307,2000,7
572308,2000,9
572309,2000,3
572311,1980,5
572313,1980,5
572315,1990,5
572316,1990,5
572317,2000,6
572319,2000,9
572320,2000,8
572321,2000,8
572323,1980,8
572324,1990,5
572325,1990,8
572327,1990,7
572329,1990,7
572331,1980,5
572333,1980,8
572335,1980,5
572337,1990,5
572338,2000,8
572340,2000,9
572342,1990,9
572343,1990,7
572346,2000,5
572349,2000,1
572354,1980,8
572355,2000,6
572356,2000,7
572364,2000,10
572370,1990,9
572371,2000,10
572374,1990,5
572379,2000,10
572380,2000,8
572381,2000,10
572384,1990,7
572385,1980,4
572386,1980,10
572388,1980,5
572390,1990,6
572392,1990,10
572394,1990,10
572395,1990,10
572402,2000,8
572405,2000,8
572408,2000,8
572409,2000,5
572410,1980,6
572411,2000,8
572412,1990,5
572413,2000,7
572418,1990,7
572419,1990,7
572421,1990,9
572423,2000,7
572424,1990,8
572425,1990,8
572426,2000,7
572427,1990,7
572428,1970,6
572429,1970,10
572431,2000,6
572434,2000,6
572442,1990,9
572444,2000,8
572448,2000,8
572453,1990,9
572456,2000,9
572457,2000,8
572459,2000,9
572469,2000,9
572472,2000,9
572473,2000,8
572476,2000,8
572482,1990,7
572486,1990,8
572494,2000,6
572496,1990,6
572497,1980,7
572500,1990,6
572505,1990,5
572506,2000,9
572511,1990,10
572512,2000,9
572513,2000,9
572514,2000,7
572515,2000,8
572519,2000,8
572520,1990,5
572522,2000,10
572523,2000,4
572529,2000,9
572533,2000,6
572535,1980,7
572537,1990,10
572540,1990,5
572541,1990,7
572542,2000,9
572543,2000,7
572550,2000,10
572556,2000,8
572557,2000,8
572563,1990,9
572564,1990,10
572565,1990,9
572566,2000,10
572567,2000,9
572568,2000,10
572569,2000,10
572570,1980,10
572575,2000,10
572576,2000,8
572577,2000,5
572579,2000,6
572580,2000,3
572582,2000,6
572583,2000,8
572592,2000,5
572597,1990,8
572598,1990,4
572599,1990,8
572603,2000,8
572604,2000,5
572611,1990,7
572612,2000,8
572620,2000,8
572626,1990,5
572633,1980,9
572635,2000,8
572636,2000,5
572637,2000,6
572639,1990,10
572642,1990,8
572647,2000,6
572649,2000,10
572657,1970,7
572658,1990,7
572662,1990,10
572664,1990,8
572666,1990,5
572669,1990,7
572670,2000,6
572672,2000,7
572673,2000,9
572674,2000,9
572677,1990,7
572678,1990,7
572679,1990,5
572681,1990,8
572682,1990,8
572684,1990,5
572685,1990,5
572686,1990,8
572688,2000,8
572694,2000,8
572695,2000,9
572696,2000,7
572699,2000,5
572701,1990,5
572705,1990,5
572706,1990,8
572709,1990,5
572710,2000,5
572711,2000,8
572715,1990,6
572718,2000,10
572720,2000,9
572729,2000,10
572731,1990,10
572736,1990,5
572738,1990,5
572744,2000,10
572748,1980,8
572749,1990,8
572750,2000,7
572756,1990,10
572758,2000,7
572760,2000,8
572766,1990,9
572770,2000,4
572771,1990,7
572773,2000,4
572774,2000,4
572775,1990,8
572779,2000,7
572782,1980,5
572787,2000,9
572794,2000,3
572796,2000,7
572797,2000,9
572799,2000,9
572801,2000,5
572802,2000,9
572805,2000,8
572808,1980,1
572810,1980,7
572811,1980,7
572813,1980,7
572814,1960,5
572815,1960,5
572816,2000,8
572818,2000,10
572819,2000,9
572822,2000,7
572828,1990,8
572831,1990,5
572834,1990,8
572838,1990,10
572848,1990,5
572852,1990,5
572854,2000,10
572857,2000,7
572860,1980,7
572865,1990,8
572870,1970,8
572874,1990,4
572876,1990,10
572878,1990,4
572879,1990,5
572880,1990,4
572891,1990,6
572892,1990,8
572903,2000,9
572905,2000,8
572906,2000,6
572909,1990,9
572911,2000,9
572912,2000,10
572925,1980,10
572928,1980,10
572930,1980,10
572932,2000,10
572933,2000,7
572938,1990,7
572939,2000,7
572940,1990,8
572941,1990,3
572942,1990,5
572943,1990,8
572946,1990,7
572948,1990,7
572951,1990,8
572952,1990,7
572956,2000,10
572957,2000,8
572959,1990,8
572962,1990,8
572971,1980,8
572984,1990,8
573006,1990,5
573034,2000,8
573035,1980,8
573041,1990,8
573042,1940,9
573044,1990,8
573048,1980,6
573054,1980,8
573055,1990,9
573056,1980,6
573058,1980,5
573059,1980,5
573060,1980,5
573061,1980,9
573072,1970,8
573075,2000,7
573078,2000,8
573080,2000,7
573084,1990,9
573087,1990,7
573088,1990,8
573093,1990,7
573094,1980,5
573095,1980,9
573097,1990,8
573103,1980,8
573104,1980,6
573105,1980,9
573107,1990,8
573110,1990,10
573111,1990,7
573112,1990,9
573116,1990,7
573120,2000,7
573121,1970,8
573122,1970,10
573125,1970,10
573134,1980,5
573141,2000,10
573143,2000,7
573145,2000,9
573151,2000,10
573153,2000,8
573160,1990,9
573168,1990,10
573170,2000,7
573174,2000,7
573175,2000,8
573179,1990,8
573180,1990,7
573189,1990,9
573190,2000,7
573192,1990,10
573193,1990,7
573196,2000,5
573199,1990,5
573208,1990,9
573209,1990,6
573215,1990,9
573217,2000,8
573218,2000,8
573220,2000,10
573225,2000,9
573229,1970,7
573240,1990,9
573241,1990,10
573242,1970,8
573244,1980,8
573245,1990,7
573248,1990,10
573253,1990,8
573256,1990,7
573257,2000,10
573258,1980,6
573259,1970,7
573263,2000,9
573265,1990,7
573266,1990,6
573267,1980,10
573274,2000,8
573279,2000,8
573283,1960,8
573285,1980,7
573289,2000,5
573290,2000,8
573291,2000,5
573294,1990,8
573296,2000,10
573298,1990,8
573300,2000,8
573303,2000,7
573307,1990,7
573308,1990,6
573312,1970,8
573325,1990,10
573326,1990,7
573327,2000,9
573331,1990,5
573333,2000,10
573334,1990,10
573338,2000,10
573339,1990,9
573341,1970,10
573342,1980,5
573343,1980,5
573349,1980,6
573356,1990,10
573357,1990,10
573358,1990,10
573360,1990,5
573362,2000,8
573363,1990,10
573364,1990,10
573367,1990,4
573370,2000,8
573372,2000,8
573375,1990,7
573377,1990,7
573378,1990,7
573380,1990,4
573381,1980,10
573407,2000,8
573408,2000,9
573410,2000,10
573416,2000,8
573423,2000,8
573425,2000,10
573430,1990,5
573443,1990,10
573444,2000,10
573449,1990,9
573450,1990,10
573451,1990,10
573458,2000,9
573460,2000,10
573465,1990,8
573471,1980,6
573472,1990,6
573475,2000,6
573481,1990,5
573483,1990,1
573487,1980,8
573488,1990,10
573496,1990,10
573497,1990,8
573506,1980,9
573513,1980,10
573514,1980,10
573517,1980,10
573519,1990,5
573527,1990,7
573528,1990,8
573534,1990,8
573546,1980,7
573548,1980,9
573552,1990,3
573556,1990,8
573557,1990,9
573558,1990,10
573559,1990,5
573560,2000,5
573564,2000,10
573565,1990,10
573568,1980,9
573569,1990,9
573570,1980,7
573571,1980,8
573572,1990,8
573574,1980,8
573577,1990,7
573578,1980,9
573579,1980,9
573581,1990,8
573587,1990,1
573589,2000,8
573591,1990,5
573592,1990,8
573596,1980,5
573601,1990,8
573607,1990,4
573609,2000,8
573622,1990,8
573628,1990,8
573631,1990,8
573636,2000,7
573640,2000,5
573641,2000,9
573642,2000,8
573645,2000,9
573646,2000,7
573647,2000,3
573659,1990,8
573661,1990,7
573663,1990,9
573665,1990,8
573685,1990,7
573686,1990,4
573697,2000,9
573698,2000,7
573704,2000,9
573710,1980,7
573714,1990,7
573718,1980,6
573721,1990,8
573726,1990,2
573727,1990,6
573730,1990,10
573734,1990,6
573738,1990,7
573739,1990,10
573743,1990,8
573748,1980,7
573751,2000,5
573752,2000,10
573753,1990,5
573755,1990,10
573761,1990,10
573762,2000,5
573768,1990,8
573774,1990,7
573775,1990,8
573776,1990,8
573780,2000,2
573786,1990,9
573787,1990,6
573790,1980,8
573791,1980,6
573796,1980,9
573797,1980,9
573800,1980,8
573812,1990,9
573813,1990,8
573816,1990,9
573818,2000,10
573820,1970,7
573823,1990,10
573824,1980,10
573826,1980,6
573828,1980,10
573830,1980,8
573831,1980,8
573832,1980,8
573843,1990,9
573844,2000,9
573851,1980,10
573852,1980,10
573856,1980,5
573857,1980,9
573861,1980,9
573863,1980,9
573864,1980,10
573865,1990,10
573868,1990,10
573869,1990,10
573874,1990,9
573875,1990,9
573877,1990,9
573878,1990,10
573880,2000,10
573881,2000,10
573883,1990,7
573887,2000,7
573888,2000,4
573890,1980,10
573891,1990,9
573892,1990,10
573893,1990,8
573896,1990,10
573899,1990,9
573900,2000,8
573905,1990,10
573908,1990,6
573912,1990,8
573915,1990,10
573919,1980,6
573924,1990,8
573925,1990,9
573928,1990,10
573932,1990,9
573933,1990,6
573935,1990,7
573937,1990,8
573943,1990,7
573944,1990,10
573951,1990,7
573952,1990,5
573954,1990,7
573961,1980,7
573962,1990,8
573963,1990,8
573969,1990,8
573973,1980,10
573974,1990,8
573982,1980,8
573988,1980,10
573994,1990,8
573999,1990,8
574000,1990,8
574004,1990,7
574005,1990,7
574007,1990,8
574008,1940,10
574009,1980,6
574013,1980,7
574015,1980,7
574020,1970,9
574021,1980,6
574022,1980,4
574023,1980,8
574025,1990,7
574027,1970,5
574031,1990,4
574032,1990,7
574034,1980,9
574036,1980,5
574040,1990,3
574042,1990,6
574045,1990,10
574052,1990,8
574053,1990,8
574055,1990,8
574063,1990,8
574067,1990,8
574070,1990,5
574073,1990,6
574079,1980,10
574080,1980,9
574086,2000,5
574087,2000,4
574088,1970,10
574089,1970,10
574090,1970,8
574093,2000,6
574094,2000,8
574099,2000,5
574101,2000,7
574104,2000,7
574107,1990,9
574110,1990,10
574113,1990,10
574118,1990,8
574119,1990,8
574121,1990,10
574127,1990,9
574128,1970,9
574130,1990,8
574133,1990,10
574134,1990,7
574137,1990,7
574138,1990,10
574144,1990,8
574145,1990,9
574150,2000,10
574151,2000,8
574152,2000,6
574158,1990,7
574160,2000,9
574162,2000,8
574165,2000,7
574169,2000,10
574170,1990,9
574171,1990,10
574172,1990,10
574174,1990,7
574176,1990,9
574180,2000,8
574190,1990,7
574192,1990,6
574194,1990,5
574204,1990,5
574205,1990,5
574212,1990,10
574216,2000,8
574221,1990,6
574230,1990,8
574231,1990,9
574233,1990,10
574235,1990,10
574238,1980,10
574243,1970,9
574244,1990,7
574245,1990,7
574248,1990,5
574251,2000,3
574254,2000,10
574255,2000,8
574257,2000,8
574258,2000,10
574259,2000,6
574260,2000,9
574262,1970,10
574265,1970,8
574267,1990,8
574269,1990,5
574271,1990,10
574272,1980,3
574273,1980,3
574274,1980,10
574275,1980,9
574277,1980,3
574283,1980,10
574284,1980,3
574288,1990,10
574289,1990,5
574291,1990,5
574292,1990,6
574318,1980,7
574335,1990,8
574349,2000,8
574361,2000,7
574362,2000,3
574367,2000,8
